user_id,call_duration,data_usage,complaints,billing_amount,churn
613478,556,10.18,2,31,0
613479,281,4.69,1,137,0
613480,862,0.41,4,104,1
613481,956,10.13,1,116,0
613482,54,1.71,0,44,0
613483,551,4.98,2,31,0
613484,520,4.89,4,10,1
613485,427,3.97,2,68,0
613486,217,11.48,1,68,0
613487,254,10.1,1,113,0
613488,101,7.27,4,124,1
613489,612,7.03,3,60,1
613490,244,6.84,5,57,1
613491,804,7.77,2,62,0
613492,506,7.32,1,148,0
613493,574,8.8,2,61,0
613494,369,11.96,1,144,0
613495,373,10.16,3,65,1
613496,920,1.45,1,119,0
613497,417,10.24,4,44,1
613498,993,1.01,1,72,0
613499,713,12.58,1,98,0
613500,146,13.62,0,19,1
613501,708,8.35,4,82,1
613502,240,1.53,3,32,1
613503,251,5.91,2,125,0
613504,325,13.24,4,73,1
613505,60,8.38,4,12,1
613506,433,5.5,0,18,1
613507,898,7.86,2,113,0
613508,181,3.01,1,90,0
613509,686,0.88,1,100,0
613510,296,0.26,5,70,1
613511,103,14.48,1,30,0
613512,263,6.82,1,127,0
613513,674,4.31,2,66,0
613514,352,4.27,5,128,1
613515,928,2.68,0,34,0
613516,689,10.59,4,126,1
613517,148,8.32,5,11,1
613518,164,14.52,1,60,0
613519,984,7.34,0,13,1
613520,60,9.98,2,16,1
613521,414,9.89,4,36,1
613522,228,13.84,0,45,0
613523,992,4.82,4,104,1
613524,698,8.6,3,132,1
613525,250,13.63,2,122,0
613526,482,11.27,1,51,0
613527,362,3.1,1,74,0
613528,714,14.42,5,25,1
613529,115,0.68,1,68,0
613530,128,4.49,5,98,1
613531,342,8.58,4,141,1
613532,885,9.28,1,150,0
613533,76,5.57,3,15,1
613534,407,7.92,5,137,1
613535,404,10.2,2,61,0
613536,387,9.2,1,63,0
613537,778,9.87,4,30,1
613538,467,9.0,5,65,1
613539,696,13.75,1,27,1
613540,76,9.96,2,80,0
613541,504,5.18,4,126,1
613542,28,7.44,5,124,1
613543,361,4.48,4,16,1
613544,223,4.46,2,40,0
613545,578,1.35,4,35,1
613546,498,6.91,1,66,0
613547,306,7.61,2,86,0
613548,65,5.24,1,150,0
613549,338,5.98,5,32,1
613550,717,2.62,2,110,0
613551,789,12.63,4,48,1
613552,675,4.82,5,76,1
613553,712,2.64,0,109,0
613554,170,10.52,0,27,1
613555,136,1.22,3,65,1
613556,850,7.98,5,140,1
613557,222,0.35,3,139,1
613558,914,5.64,0,26,1
613559,776,1.63,2,23,1
613560,883,8.47,3,52,1
613561,748,6.54,1,23,1
613562,142,0.37,5,56,1
613563,509,0.95,1,134,0
613564,723,5.62,0,98,0
613565,432,3.44,5,106,1
613566,713,6.55,1,29,1
613567,403,9.74,2,100,0
613568,357,5.92,1,82,0
613569,932,0.45,2,22,1
613570,815,12.58,3,125,1
613571,599,7.08,3,61,1
613572,308,6.89,1,20,1
613573,44,14.7,4,77,1
613574,982,13.6,1,141,0
613575,424,6.05,2,149,0
613576,700,13.84,5,83,1
613577,542,10.46,2,17,1
613578,651,11.16,4,145,1
613579,110,1.84,2,140,0
613580,995,10.46,5,16,1
613581,287,13.35,4,106,1
613582,907,9.39,1,86,0
613583,910,13.73,2,21,1
613584,918,9.3,4,13,1
613585,692,4.57,4,28,1
613586,763,5.83,0,109,0
613587,996,6.13,0,147,0
613588,159,6.19,3,18,1
613589,247,3.73,4,129,1
613590,51,11.12,2,103,0
613591,836,4.86,5,89,1
613592,800,14.85,4,46,1
613593,305,4.65,1,110,0
613594,71,10.55,0,19,1
613595,691,6.73,5,53,1
613596,148,9.73,4,31,1
613597,95,1.34,1,23,1
613598,405,12.32,5,56,1
613599,508,10.41,2,133,0
613600,109,5.25,2,63,0
613601,818,4.63,4,93,1
613602,293,3.61,5,54,1
613603,345,3.89,0,81,0
613604,852,10.64,1,31,0
613605,155,8.5,1,23,1
613606,938,13.11,5,97,1
613607,231,14.51,4,52,1
613608,648,3.58,0,35,0
613609,359,10.25,4,102,1
613610,632,12.83,2,47,0
613611,493,7.94,4,138,1
613612,872,11.32,2,141,0
613613,541,3.09,1,107,0
613614,977,0.57,3,47,1
613615,415,10.42,5,12,1
613616,232,14.2,5,145,1
613617,624,11.63,2,139,0
613618,607,10.36,5,45,1
613619,605,9.85,3,62,1
613620,464,1.45,5,100,1
613621,377,14.15,0,115,0
613622,572,5.64,1,65,0
613623,463,13.46,1,130,0
613624,638,14.24,4,131,1
613625,250,4.34,0,66,0
613626,895,2.33,1,79,0
613627,407,6.13,5,38,1
613628,656,5.91,1,94,0
613629,600,13.17,5,63,1
613630,430,7.8,4,99,1
613631,821,10.4,3,65,1
613632,268,13.23,0,64,0
613633,23,13.85,0,41,0
613634,348,2.39,1,112,0
613635,575,10.1,4,33,1
613636,881,8.28,0,41,0
613637,581,11.37,3,84,1
613638,316,1.16,1,104,0
613639,598,5.41,5,138,1
613640,81,11.09,5,56,1
613641,396,5.25,1,139,0
613642,224,4.65,5,130,1
613643,336,8.43,3,147,1
613644,167,14.16,5,70,1
613645,365,12.04,1,84,0
613646,743,2.73,4,62,1
613647,851,7.22,5,42,1
613648,996,1.95,0,17,1
613649,689,2.9,5,70,1
613650,508,14.23,3,34,1
613651,849,10.73,1,140,0
613652,80,0.92,5,90,1
613653,823,4.12,0,147,0
613654,768,6.46,0,90,0
613655,742,1.05,1,53,0
613656,636,14.41,1,36,0
613657,496,11.98,2,39,0
613658,856,0.85,3,97,1
613659,959,13.11,4,65,1
613660,354,12.79,1,14,1
613661,653,3.74,4,94,1
613662,365,1.54,1,128,0
613663,173,8.67,4,67,1
613664,286,8.08,0,121,0
613665,604,6.06,0,97,0
613666,491,5.88,1,14,1
613667,725,8.25,0,145,0
613668,656,5.38,5,59,1
613669,615,13.56,3,92,1
613670,334,9.9,1,96,0
613671,738,13.43,0,124,0
613672,696,14.18,1,113,0
613673,79,5.65,3,25,1
613674,304,13.11,3,111,1
613675,457,7.44,0,87,0
613676,79,11.99,5,122,1
613677,594,14.2,5,115,1
613678,142,6.58,3,33,1
613679,76,8.22,1,53,0
613680,10,6.6,2,97,0
613681,123,6.04,0,53,0
613682,372,2.18,2,126,0
613683,53,4.23,2,120,0
613684,783,1.54,0,99,0
613685,894,1.27,5,117,1
613686,668,0.86,1,77,0
613687,423,12.07,2,22,1
613688,525,9.29,2,54,0
613689,656,1.64,3,149,1
613690,769,4.35,5,65,1
613691,705,7.98,4,40,1
613692,995,10.61,4,74,1
613693,809,7.42,4,118,1
613694,807,9.63,3,29,1
613695,160,7.96,3,65,1
613696,724,9.25,5,150,1
613697,426,4.87,5,27,1
613698,941,8.82,0,137,0
613699,97,4.32,2,21,1
613700,784,14.84,0,99,0
613701,818,12.23,3,41,1
613702,583,14.62,4,115,1
613703,430,2.79,3,75,1
613704,750,11.58,5,35,1
613705,221,3.98,5,10,1
613706,155,14.16,2,76,0
613707,570,0.21,5,116,1
613708,896,2.94,4,58,1
613709,224,1.93,3,109,1
613710,892,10.16,4,22,1
613711,945,11.68,0,10,1
613712,643,6.31,4,82,1
613713,807,7.68,4,107,1
613714,913,12.11,5,121,1
613715,570,8.34,1,107,0
613716,453,5.14,2,72,0
613717,857,14.0,2,130,0
613718,675,8.26,0,23,1
613719,937,13.77,2,61,0
613720,593,5.85,0,51,0
613721,80,6.08,3,67,1
613722,418,9.2,0,19,1
613723,43,10.28,2,35,0
613724,658,8.24,3,74,1
613725,770,11.15,3,146,1
613726,59,11.45,1,131,0
613727,64,6.04,2,57,0
613728,429,10.93,1,104,0
613729,222,8.23,2,142,0
613730,22,13.14,0,43,0
613731,38,7.64,2,45,0
613732,824,6.26,3,120,1
613733,584,5.48,5,113,1
613734,933,0.98,2,40,0
613735,486,2.89,5,111,1
613736,690,3.99,5,120,1
613737,572,9.79,4,77,1
613738,426,12.43,1,58,0
613739,959,14.43,5,52,1
613740,514,6.34,4,92,1
613741,985,0.75,0,87,0
613742,213,6.44,5,58,1
613743,399,0.45,4,69,1
613744,807,9.71,1,38,0
613745,910,4.74,0,119,0
613746,10,4.86,5,111,1
613747,604,11.91,5,20,1
613748,994,5.56,1,135,0
613749,318,10.41,4,114,1
613750,155,5.94,4,85,1
613751,395,4.81,1,55,0
613752,313,7.5,3,57,1
613753,448,10.65,1,85,0
613754,195,11.47,4,26,1
613755,199,13.08,2,136,0
613756,872,9.32,0,63,0
613757,997,7.43,1,84,0
613758,642,2.51,4,30,1
613759,479,5.61,2,75,0
613760,420,4.59,5,147,1
613761,259,2.48,5,14,1
613762,88,2.91,5,67,1
613763,995,13.38,1,74,0
613764,811,0.56,0,64,0
613765,313,14.08,2,78,0
613766,771,2.1,1,19,1
613767,463,14.09,3,76,1
613768,120,9.3,2,13,1
613769,661,4.78,5,72,1
613770,308,5.7,3,14,1
613771,223,10.1,3,33,1
613772,903,13.43,4,147,1
613773,437,10.84,2,13,1
613774,690,0.93,3,95,1
613775,722,3.02,0,106,0
613776,377,7.17,1,24,1
613777,799,4.52,4,137,1
613778,556,4.17,1,124,0
613779,322,13.65,3,141,1
613780,581,12.36,1,83,0
613781,268,3.56,2,26,1
613782,112,13.88,4,109,1
613783,777,3.64,1,32,0
613784,857,2.28,3,52,1
613785,955,10.22,5,23,1
613786,399,6.12,0,82,0
613787,865,6.18,2,12,1
613788,181,9.36,1,30,0
613789,508,0.31,4,124,1
613790,698,10.05,2,100,0
613791,23,14.13,4,93,1
613792,834,10.61,4,86,1
613793,162,13.82,0,52,0
613794,138,6.47,4,120,1
613795,546,4.91,4,95,1
613796,203,5.41,2,17,1
613797,661,14.54,4,128,1
613798,110,5.25,2,21,1
613799,16,2.36,2,45,0
613800,706,9.02,0,89,0
613801,202,7.36,4,17,1
613802,737,14.13,2,49,0
613803,351,12.56,3,92,1
613804,296,0.79,1,52,0
613805,753,5.76,0,48,0
613806,791,3.29,1,46,0
613807,489,14.68,3,143,1
613808,291,7.82,0,38,0
613809,529,10.64,0,100,0
613810,420,14.84,4,16,1
613811,630,9.08,1,123,0
613812,924,11.02,5,114,1
613813,639,6.14,2,38,0
613814,856,11.93,5,125,1
613815,704,5.8,0,128,0
613816,714,7.36,5,112,1
613817,590,14.5,1,125,0
613818,678,2.38,1,145,0
613819,691,8.1,1,27,1
613820,429,10.79,4,143,1
613821,789,14.56,3,27,1
613822,46,2.13,2,144,0
613823,878,1.74,0,150,0
613824,240,8.71,3,40,1
613825,276,4.3,5,74,1
613826,81,5.67,0,55,0
613827,416,11.42,0,40,0
613828,366,4.82,5,79,1
613829,709,8.7,2,11,1
613830,894,6.35,0,43,0
613831,511,13.7,4,36,1
613832,446,1.08,0,42,0
613833,357,3.34,2,72,0
613834,715,11.37,3,127,1
613835,420,1.71,3,45,1
613836,211,2.06,0,115,0
613837,46,13.17,1,129,0
613838,880,14.86,3,78,1
613839,64,2.47,5,60,1
613840,36,6.62,0,148,0
613841,332,4.45,1,16,1
613842,95,4.62,4,142,1
613843,713,1.87,0,77,0
613844,811,3.88,4,91,1
613845,352,11.71,1,62,0
613846,878,8.67,0,45,0
613847,557,0.34,1,12,1
613848,561,0.24,3,64,1
613849,157,8.74,0,108,0
613850,143,7.12,5,57,1
613851,219,10.72,3,146,1
613852,970,14.5,3,64,1
613853,256,0.52,2,17,1
613854,176,9.68,4,125,1
613855,614,4.32,3,142,1
613856,471,2.26,2,89,0
613857,933,12.43,2,16,1
613858,13,4.85,4,14,1
613859,652,9.13,3,23,1
613860,367,4.73,1,55,0
613861,254,14.85,3,24,1
613862,533,5.45,2,83,0
613863,908,14.36,3,148,1
613864,246,14.7,1,146,0
613865,466,4.92,4,147,1
613866,448,1.47,1,15,1
613867,699,7.38,2,100,0
613868,393,9.13,4,150,1
613869,868,2.78,2,141,0
613870,252,9.04,2,68,0
613871,199,10.72,2,84,0
613872,202,4.74,2,62,0
613873,169,1.89,2,22,1
613874,256,8.62,1,147,0
613875,118,0.39,5,122,1
613876,338,9.27,4,12,1
613877,893,10.83,5,90,1
613878,389,8.83,4,17,1
613879,747,11.31,1,26,1
613880,688,4.33,2,11,1
613881,454,6.03,1,118,0
613882,966,5.82,2,25,1
613883,323,6.21,0,55,0
613884,217,3.3,3,30,1
613885,773,8.42,3,55,1
613886,320,7.96,5,30,1
613887,164,9.58,0,42,0
613888,391,7.42,5,15,1
613889,594,12.76,1,49,0
613890,716,4.06,5,132,1
613891,42,7.6,0,10,1
613892,596,12.91,1,134,0
613893,70,10.97,2,58,0
613894,497,4.13,1,77,0
613895,556,2.87,3,55,1
613896,594,5.09,3,83,1
613897,297,5.93,0,10,1
613898,964,1.78,3,127,1
613899,354,1.94,0,127,0
613900,715,7.24,5,130,1
613901,674,13.66,3,39,1
613902,636,10.35,2,108,0
613903,576,0.57,4,26,1
613904,135,7.43,1,149,0
613905,360,9.53,4,29,1
613906,652,11.04,0,113,0
613907,721,0.55,4,73,1
613908,669,11.18,1,68,0
613909,689,1.75,5,114,1
613910,611,2.27,2,18,1
613911,948,6.27,3,68,1
613912,140,14.69,0,141,0
613913,479,0.59,2,83,0
613914,445,6.55,3,132,1
613915,824,9.3,5,85,1
613916,802,9.13,0,80,0
613917,278,5.76,4,57,1
613918,124,9.21,1,28,1
613919,336,7.88,2,147,0
613920,183,8.3,0,41,0
613921,520,2.32,5,99,1
613922,183,10.44,4,17,1
613923,965,9.92,0,19,1
613924,367,11.19,4,30,1
613925,197,7.74,0,82,0
613926,263,6.75,2,33,0
613927,341,8.09,0,55,0
613928,149,4.16,5,10,1
613929,103,13.72,5,14,1
613930,947,10.72,4,41,1
613931,39,5.33,4,126,1
613932,555,12.5,3,38,1
613933,612,9.62,3,146,1
613934,258,10.91,0,96,0
613935,987,2.44,3,138,1
613936,708,6.95,0,49,0
613937,801,6.64,0,89,0
613938,991,12.88,3,35,1
613939,847,1.14,0,24,1
613940,508,11.17,4,94,1
613941,592,13.36,3,149,1
613942,680,8.41,5,46,1
613943,233,6.88,0,139,0
613944,1000,14.73,1,137,0
613945,341,12.09,2,78,0
613946,41,11.23,1,131,0
613947,304,14.21,0,100,0
613948,798,3.91,4,30,1
613949,788,2.69,1,93,0
613950,767,11.41,2,42,0
613951,702,11.33,2,15,1
613952,570,12.85,4,126,1
613953,472,2.31,2,85,0
613954,504,0.9,0,13,1
613955,715,12.58,3,18,1
613956,490,6.85,1,109,0
613957,348,12.84,2,10,1
613958,928,14.63,4,64,1
613959,430,2.69,2,17,1
613960,14,9.28,2,121,0
613961,218,11.13,4,113,1
613962,169,8.31,3,44,1
613963,403,5.69,3,24,1
613964,472,5.58,4,60,1
613965,204,9.54,3,128,1
613966,551,7.39,0,133,0
613967,560,5.56,1,86,0
613968,91,2.84,3,71,1
613969,725,4.72,4,140,1
613970,794,14.31,1,62,0
613971,345,3.93,2,19,1
613972,936,7.17,5,113,1
613973,807,4.8,0,66,0
613974,718,1.59,2,127,0
613975,314,3.04,0,21,1
613976,44,6.44,4,56,1
613977,905,6.53,5,98,1
613978,751,10.58,4,35,1
613979,897,13.84,3,139,1
613980,950,8.14,0,20,1
613981,112,12.91,3,138,1
613982,196,1.98,5,86,1
613983,922,11.39,3,89,1
613984,428,7.69,4,24,1
613985,701,9.2,0,59,0
613986,303,5.57,1,28,1
613987,573,12.72,3,128,1
613988,243,6.67,2,52,0
613989,767,1.97,5,44,1
613990,71,5.83,4,25,1
613991,678,8.44,2,10,1
613992,181,14.24,5,132,1
613993,989,2.21,2,58,0
613994,513,5.41,5,117,1
613995,962,5.68,5,25,1
613996,486,9.01,5,83,1
613997,227,8.5,2,111,0
613998,55,10.5,0,30,0
613999,121,11.85,2,75,0
614000,712,10.69,2,127,0
614001,137,7.11,2,63,0
614002,522,7.08,4,61,1
614003,236,6.64,4,12,1
614004,905,6.41,2,146,0
614005,483,3.8,2,133,0
614006,456,0.11,5,97,1
614007,50,9.47,2,123,0
614008,615,1.5,2,82,0
614009,331,10.28,0,80,0
614010,351,5.31,4,98,1
614011,228,5.48,2,145,0
614012,432,2.92,4,77,1
614013,142,14.26,5,77,1
614014,35,13.83,3,21,1
614015,822,8.02,3,136,1
614016,248,9.1,4,126,1
614017,383,13.6,1,118,0
614018,317,10.96,4,138,1
614019,941,11.78,2,111,0
614020,792,4.66,5,94,1
614021,907,4.41,0,30,0
614022,654,0.48,0,123,0
614023,477,13.92,3,21,1
614024,417,9.83,0,75,0
614025,430,14.52,3,97,1
614026,431,12.63,0,57,0
614027,822,12.44,1,13,1
614028,987,14.49,2,108,0
614029,105,5.84,2,35,0
614030,596,4.31,5,62,1
614031,178,8.5,3,36,1
614032,108,3.36,2,85,0
614033,238,0.97,1,19,1
614034,287,5.78,4,76,1
614035,655,2.18,0,99,0
614036,438,1.51,5,33,1
614037,277,10.21,0,60,0
614038,878,6.4,4,100,1
614039,404,13.63,0,128,0
614040,900,14.31,2,30,0
614041,682,10.48,1,117,0
614042,757,5.86,1,136,0
614043,864,6.68,4,19,1
614044,545,12.62,3,97,1
614045,982,3.5,5,81,1
614046,825,11.78,1,120,0
614047,763,3.28,5,35,1
614048,344,1.16,0,101,0
614049,755,4.37,4,136,1
614050,10,5.3,0,29,1
614051,427,7.65,2,42,0
614052,280,3.26,0,25,1
614053,584,8.8,2,108,0
614054,324,5.32,5,70,1
614055,374,7.19,0,35,0
614056,130,13.68,0,144,0
614057,864,9.75,2,85,0
614058,518,11.58,1,140,0
614059,972,8.89,2,52,0
614060,765,5.94,5,96,1
614061,55,14.4,1,108,0
614062,100,8.62,4,44,1
614063,709,9.92,5,117,1
614064,830,11.49,0,57,0
614065,591,11.52,0,28,1
614066,183,11.5,0,133,0
614067,321,0.23,0,113,0
614068,830,5.54,3,93,1
614069,687,8.72,5,62,1
614070,213,6.86,5,17,1
614071,447,8.66,0,77,0
614072,731,14.23,1,72,0
614073,876,7.17,3,138,1
614074,489,11.13,1,113,0
614075,85,10.38,2,38,0
614076,862,8.21,0,67,0
614077,826,10.96,0,42,0
614078,422,11.24,5,97,1
614079,632,1.07,0,14,1
614080,452,11.36,3,44,1
614081,886,7.77,4,135,1
614082,667,6.61,3,132,1
614083,47,8.14,1,53,0
614084,118,14.71,3,120,1
614085,59,11.87,4,66,1
614086,566,11.12,5,148,1
614087,428,2.41,1,108,0
614088,930,3.06,0,75,0
614089,397,11.87,3,15,1
614090,920,2.22,1,36,0
614091,982,8.54,0,24,1
614092,918,1.57,0,117,0
614093,120,10.04,5,110,1
614094,765,13.43,4,127,1
614095,975,11.93,1,133,0
614096,419,12.89,1,88,0
614097,573,11.4,1,60,0
614098,57,3.91,3,150,1
614099,945,11.63,1,52,0
614100,434,3.7,4,28,1
614101,91,11.13,2,39,0
614102,13,9.34,5,51,1
614103,772,12.22,5,89,1
614104,605,7.32,3,15,1
614105,434,13.73,1,20,1
614106,565,5.97,2,60,0
614107,380,12.27,2,28,1
614108,653,5.42,1,112,0
614109,965,10.83,2,41,0
614110,506,4.23,2,54,0
614111,531,4.9,3,11,1
614112,159,9.21,1,68,0
614113,169,5.44,5,131,1
614114,331,3.32,0,62,0
614115,845,3.72,5,98,1
614116,999,14.58,0,132,0
614117,322,1.23,2,69,0
614118,941,5.6,1,148,0
614119,496,4.67,1,150,0
614120,173,0.48,2,78,0
614121,402,0.67,5,20,1
614122,166,13.99,0,11,1
614123,449,9.98,3,89,1
614124,323,3.83,1,140,0
614125,832,3.12,2,129,0
614126,141,2.77,5,27,1
614127,51,11.86,3,48,1
614128,879,0.95,3,96,1
614129,137,12.89,2,75,0
614130,162,0.65,5,106,1
614131,61,5.41,4,25,1
614132,102,9.94,5,131,1
614133,54,5.16,2,145,0
614134,919,1.88,0,46,0
614135,876,3.9,0,115,0
614136,755,9.49,0,107,0
614137,122,10.52,0,105,0
614138,313,9.5,1,67,0
614139,569,5.01,5,128,1
614140,925,4.78,0,51,0
614141,717,8.27,3,12,1
614142,793,9.27,1,85,0
614143,183,9.55,4,37,1
614144,708,0.66,5,26,1
614145,395,9.94,5,102,1
614146,482,4.99,0,144,0
614147,207,4.98,0,138,0
614148,214,11.11,3,135,1
614149,562,8.96,4,124,1
614150,486,1.32,1,72,0
614151,873,10.99,4,18,1
614152,953,3.13,3,87,1
614153,26,13.82,2,111,0
614154,601,0.24,5,34,1
614155,897,10.44,1,70,0
614156,650,1.79,2,98,0
614157,639,11.96,0,141,0
614158,355,12.48,1,30,0
614159,313,12.16,4,15,1
614160,788,6.07,5,93,1
614161,270,12.36,1,57,0
614162,135,8.12,5,77,1
614163,637,9.37,3,88,1
614164,485,13.22,1,21,1
614165,387,11.13,1,131,0
614166,659,5.26,1,92,0
614167,797,2.93,1,81,0
614168,344,9.01,5,101,1
614169,600,2.87,1,17,1
614170,438,4.02,2,58,0
614171,975,4.45,2,81,0
614172,510,8.62,0,150,0
614173,11,1.0,2,71,0
614174,864,6.52,0,39,0
614175,583,2.24,3,102,1
614176,516,10.21,5,91,1
614177,601,5.95,3,84,1
614178,440,4.45,2,33,0
614179,924,14.11,5,70,1
614180,134,8.18,2,100,0
614181,429,9.96,2,147,0
614182,257,3.47,4,129,1
614183,969,11.59,1,22,1
614184,892,4.59,4,41,1
614185,86,10.51,2,48,0
614186,413,1.16,5,76,1
614187,474,8.79,4,99,1
614188,936,7.43,2,52,0
614189,458,8.86,0,37,0
614190,648,12.61,3,112,1
614191,327,4.03,0,12,1
614192,377,14.03,1,69,0
614193,979,4.1,5,136,1
614194,324,6.66,3,80,1
614195,697,2.53,0,139,0
614196,409,14.85,5,59,1
614197,709,9.33,2,129,0
614198,905,9.2,1,16,1
614199,966,0.73,1,93,0
614200,65,0.98,2,99,0
614201,351,11.09,3,140,1
614202,212,1.9,2,140,0
614203,487,12.03,5,10,1
614204,58,14.6,5,101,1
614205,162,13.39,2,139,0
614206,344,12.41,0,134,0
614207,901,12.81,5,66,1
614208,86,7.72,0,118,0
614209,363,0.23,2,64,0
614210,402,13.33,5,110,1
614211,142,4.67,1,106,0
614212,559,14.71,4,16,1
614213,127,11.48,1,51,0
614214,464,11.08,2,143,0
614215,900,1.96,5,64,1
614216,280,12.38,3,55,1
614217,247,3.07,1,103,0
614218,67,11.13,0,42,0
614219,749,4.8,0,105,0
614220,307,9.33,1,35,0
614221,772,1.75,1,41,0
614222,410,8.2,2,85,0
614223,550,7.49,2,88,0
614224,824,14.49,5,31,1
614225,748,8.6,4,46,1
614226,318,6.82,2,53,0
614227,262,9.17,1,137,0
614228,135,2.81,0,71,0
614229,225,8.86,4,83,1
614230,630,13.53,0,90,0
614231,948,0.23,5,26,1
614232,974,9.69,1,66,0
614233,861,3.35,4,49,1
614234,911,9.29,2,26,1
614235,552,0.19,2,16,1
614236,821,4.97,1,14,1
614237,158,7.98,3,15,1
614238,274,5.34,1,67,0
614239,356,5.09,1,33,0
614240,63,8.42,4,112,1
614241,12,4.95,4,50,1
614242,894,11.63,3,34,1
614243,362,0.22,2,43,0
614244,186,11.55,4,126,1
614245,927,5.26,4,104,1
614246,440,10.01,5,34,1
614247,490,5.0,1,110,0
614248,640,1.42,3,11,1
614249,103,9.76,3,115,1
614250,613,10.4,0,71,0
614251,470,5.47,4,59,1
614252,783,2.2,1,33,0
614253,237,12.6,1,36,0
614254,599,1.46,1,150,0
614255,134,0.13,3,146,1
614256,75,2.75,0,36,0
614257,305,8.71,0,70,0
614258,204,13.9,0,120,0
614259,762,1.85,1,84,0
614260,215,9.33,2,134,0
614261,405,11.85,2,20,1
614262,871,14.27,2,140,0
614263,642,10.93,4,125,1
614264,675,3.92,5,98,1
614265,789,4.73,4,47,1
614266,911,11.11,1,112,0
614267,568,9.34,3,33,1
614268,757,10.29,5,75,1
614269,241,14.46,1,142,0
614270,227,13.51,1,52,0
614271,936,14.05,5,105,1
614272,85,7.23,1,147,0
614273,631,5.26,4,17,1
614274,223,5.77,1,67,0
614275,237,0.57,0,36,0
614276,900,3.17,1,25,1
614277,672,6.69,4,148,1
614278,461,12.18,2,79,0
614279,81,11.28,5,59,1
614280,225,3.16,2,47,0
614281,646,8.48,3,75,1
614282,147,12.72,5,120,1
614283,403,3.31,5,14,1
614284,119,2.01,5,150,1
614285,702,14.0,4,98,1
614286,142,3.93,4,84,1
614287,124,10.5,3,114,1
614288,264,0.74,1,112,0
614289,745,13.67,2,115,0
614290,30,7.5,5,104,1
614291,340,6.76,3,39,1
614292,777,0.85,5,143,1
614293,813,14.97,0,98,0
614294,742,3.24,3,106,1
614295,137,6.5,1,137,0
614296,529,2.87,1,20,1
614297,600,11.8,1,78,0
614298,910,9.49,0,100,0
614299,342,8.8,5,136,1
614300,164,8.29,1,46,0
614301,193,8.12,5,67,1
614302,828,7.13,4,104,1
614303,242,0.5,5,26,1
614304,36,12.44,4,64,1
614305,450,7.44,2,42,0
614306,535,11.83,3,101,1
614307,890,5.57,1,124,0
614308,789,11.92,1,95,0
614309,539,0.73,0,80,0
614310,449,2.62,1,33,0
614311,757,9.8,3,143,1
614312,710,0.31,5,14,1
614313,955,3.33,5,13,1
614314,804,0.84,1,26,1
614315,397,2.85,5,146,1
614316,979,0.13,0,104,0
614317,854,2.08,3,146,1
614318,861,6.6,1,143,0
614319,868,3.24,0,25,1
614320,349,10.22,3,123,1
614321,35,1.37,0,111,0
614322,106,13.02,3,124,1
614323,428,14.39,3,97,1
614324,48,0.77,2,39,0
614325,706,6.75,4,73,1
