user_id,call_duration,data_usage,complaints,billing_amount,churn
442337,554,13.03,5,150,1
442338,481,4.15,4,46,1
442339,598,10.68,2,113,0
442340,888,11.25,2,137,0
442341,85,7.42,1,24,1
442342,204,4.5,1,69,0
442343,813,7.33,5,150,1
442344,777,0.12,4,121,1
442345,93,2.71,1,127,0
442346,387,3.02,5,53,1
442347,770,0.47,2,77,0
442348,358,0.33,2,149,0
442349,186,8.84,2,134,0
442350,177,12.59,4,105,1
442351,180,0.78,4,144,1
442352,969,3.53,3,50,1
442353,252,4.71,1,44,0
442354,879,5.06,0,112,0
442355,374,2.48,4,78,1
442356,275,13.59,2,123,0
442357,85,4.22,4,109,1
442358,787,1.75,5,29,1
442359,983,11.19,0,77,0
442360,335,5.35,3,80,1
442361,668,3.31,5,18,1
442362,108,1.12,1,123,0
442363,681,8.77,5,19,1
442364,513,10.27,2,113,0
442365,824,7.06,4,75,1
442366,252,8.11,5,80,1
442367,336,7.45,0,125,0
442368,602,4.39,4,12,1
442369,876,1.72,1,47,0
442370,589,8.73,5,147,1
442371,670,5.01,4,90,1
442372,510,5.59,0,37,0
442373,45,14.83,1,146,0
442374,433,3.05,1,25,1
442375,984,1.51,2,40,0
442376,450,6.52,4,140,1
442377,727,7.02,5,99,1
442378,28,4.46,4,101,1
442379,586,6.63,5,123,1
442380,735,9.54,0,30,0
442381,144,7.23,1,48,0
442382,618,0.12,0,66,0
442383,60,5.89,1,69,0
442384,320,11.84,3,80,1
442385,396,8.61,0,47,0
442386,761,9.5,2,20,1
442387,853,8.45,0,23,1
442388,810,11.39,4,28,1
442389,555,14.83,2,59,0
442390,665,8.03,0,59,0
442391,998,2.81,1,49,0
442392,404,7.14,2,119,0
442393,466,0.15,1,84,0
442394,143,14.49,3,88,1
442395,338,6.96,2,125,0
442396,923,0.55,4,84,1
442397,59,0.57,2,60,0
442398,552,0.86,4,111,1
442399,590,14.78,5,26,1
442400,552,12.15,0,80,0
442401,419,0.46,5,112,1
442402,962,7.68,5,66,1
442403,872,11.34,2,35,0
442404,872,2.38,3,15,1
442405,864,9.18,1,62,0
442406,713,1.77,0,77,0
442407,13,1.09,3,51,1
442408,269,14.62,0,92,0
442409,867,9.66,2,99,0
442410,521,14.2,1,97,0
442411,988,7.64,5,51,1
442412,912,13.87,0,67,0
442413,347,14.89,2,91,0
442414,63,13.91,4,114,1
442415,562,10.42,1,36,0
442416,942,4.3,1,98,0
442417,235,7.62,4,67,1
442418,581,10.25,5,90,1
442419,849,6.57,4,16,1
442420,652,2.65,3,21,1
442421,601,1.37,3,33,1
442422,785,0.81,1,73,0
442423,775,6.55,3,70,1
442424,486,7.36,4,50,1
442425,756,1.1,1,123,0
442426,671,2.33,0,90,0
442427,825,2.41,0,64,0
442428,140,9.46,3,130,1
442429,34,13.98,3,27,1
442430,516,12.53,1,55,0
442431,32,6.55,3,124,1
442432,858,10.5,0,97,0
442433,747,6.13,4,109,1
442434,692,11.8,2,77,0
442435,828,4.75,0,41,0
442436,529,7.02,4,10,1
442437,607,7.83,4,135,1
442438,145,11.49,1,15,1
442439,197,4.8,2,133,0
442440,669,1.71,4,28,1
442441,126,8.91,3,20,1
442442,339,7.42,0,141,0
442443,628,8.58,3,106,1
442444,302,10.02,4,93,1
442445,103,9.59,0,60,0
442446,174,6.24,4,97,1
442447,149,3.88,1,103,0
442448,469,0.17,4,16,1
442449,954,11.93,4,42,1
442450,731,4.63,5,100,1
442451,740,6.3,2,120,0
442452,401,11.03,3,134,1
442453,167,14.57,5,60,1
442454,770,9.2,5,116,1
442455,460,2.2,1,100,0
442456,379,6.76,0,103,0
442457,292,14.08,4,108,1
442458,594,13.31,0,83,0
442459,233,4.2,5,15,1
442460,898,10.3,3,123,1
442461,687,4.89,5,38,1
442462,566,10.61,5,45,1
442463,680,11.06,5,16,1
442464,346,7.49,5,97,1
442465,455,14.43,5,26,1
442466,429,11.49,5,118,1
442467,677,9.18,5,36,1
442468,984,7.73,5,35,1
442469,821,12.55,5,97,1
442470,459,4.5,4,11,1
442471,433,14.5,2,60,0
442472,909,3.86,1,66,0
442473,395,7.68,0,14,1
442474,976,4.67,0,99,0
442475,896,6.99,3,122,1
442476,696,6.27,4,59,1
442477,45,2.96,5,14,1
442478,334,0.87,3,126,1
442479,157,1.69,2,21,1
442480,521,0.1,2,45,0
442481,924,5.11,0,57,0
442482,758,7.98,3,130,1
442483,347,14.95,4,48,1
442484,179,9.42,0,11,1
442485,715,9.84,3,130,1
442486,485,0.49,1,69,0
442487,759,1.33,4,125,1
442488,353,12.01,4,18,1
442489,711,13.54,2,56,0
442490,308,2.07,1,88,0
442491,397,13.11,4,32,1
442492,158,0.12,2,26,1
442493,531,10.54,2,118,0
442494,396,11.52,3,34,1
442495,889,5.16,4,18,1
442496,569,3.08,1,36,0
442497,549,4.7,3,118,1
442498,125,4.45,5,72,1
442499,684,5.57,0,81,0
442500,890,5.32,1,143,0
442501,943,12.14,5,145,1
442502,241,14.31,3,92,1
442503,530,11.96,4,84,1
442504,424,1.55,3,89,1
442505,516,13.11,2,26,1
442506,678,5.36,5,42,1
442507,345,13.9,0,49,0
442508,90,2.96,1,49,0
442509,112,1.62,1,111,0
442510,272,9.07,1,121,0
442511,31,5.58,0,16,1
442512,75,8.88,1,90,0
442513,939,8.04,3,100,1
442514,135,14.38,4,125,1
442515,128,12.76,4,104,1
442516,945,4.03,4,101,1
442517,995,6.09,4,121,1
442518,611,7.43,4,41,1
442519,739,6.49,4,53,1
442520,795,13.36,5,50,1
442521,727,4.69,4,45,1
442522,383,2.49,3,135,1
442523,32,4.57,2,106,0
442524,180,7.76,3,143,1
442525,456,2.97,0,143,0
442526,492,1.54,3,75,1
442527,126,7.81,1,50,0
442528,165,11.13,5,138,1
442529,246,12.51,3,20,1
442530,94,4.41,4,84,1
442531,960,11.43,2,65,0
442532,212,6.96,5,35,1
442533,798,10.2,4,90,1
442534,515,10.45,5,99,1
442535,419,8.7,5,62,1
442536,847,4.64,3,83,1
442537,690,5.7,0,77,0
442538,168,14.92,5,84,1
442539,167,3.69,5,99,1
442540,546,12.38,4,96,1
442541,840,10.76,2,33,0
442542,128,5.19,3,83,1
442543,374,13.12,3,110,1
442544,768,8.87,1,30,0
442545,632,14.5,1,41,0
442546,566,0.93,1,29,1
442547,971,4.26,3,139,1
442548,94,12.19,2,87,0
442549,866,6.73,0,105,0
442550,561,9.69,3,47,1
442551,305,7.94,3,115,1
442552,980,12.9,0,109,0
442553,882,13.09,1,19,1
442554,79,9.58,1,70,0
442555,650,7.05,1,43,0
442556,905,4.71,3,82,1
442557,61,10.04,1,83,0
442558,586,10.93,3,148,1
442559,277,0.74,5,39,1
442560,481,7.36,5,41,1
442561,268,0.41,1,143,0
442562,209,5.81,0,20,1
442563,804,2.5,0,112,0
442564,146,10.39,4,112,1
442565,688,3.9,1,60,0
442566,77,9.79,1,61,0
442567,282,1.94,1,129,0
442568,277,10.55,2,117,0
442569,174,5.78,2,27,1
442570,815,0.83,3,96,1
442571,74,12.83,5,19,1
442572,336,7.68,0,140,0
442573,187,4.37,1,84,0
442574,498,9.22,1,129,0
442575,280,5.82,5,120,1
442576,82,7.19,5,68,1
442577,628,12.17,2,67,0
442578,766,13.08,5,107,1
442579,782,9.49,4,29,1
442580,646,14.04,1,86,0
442581,572,12.41,5,94,1
442582,473,12.39,4,105,1
442583,743,14.06,4,89,1
442584,282,5.52,3,116,1
442585,169,10.28,3,31,1
442586,266,2.09,5,111,1
442587,396,0.39,5,102,1
442588,807,3.05,5,133,1
442589,873,14.7,2,21,1
442590,654,2.61,5,17,1
442591,666,1.96,1,76,0
442592,208,7.44,2,98,0
442593,655,11.07,4,106,1
442594,11,1.17,5,57,1
442595,713,7.26,3,137,1
442596,980,11.34,4,126,1
442597,50,7.7,0,34,0
442598,677,12.76,4,105,1
442599,962,13.46,1,33,0
442600,791,10.73,2,149,0
442601,813,1.67,5,44,1
442602,509,3.51,0,15,1
442603,248,0.13,1,32,0
442604,724,1.29,0,127,0
442605,116,4.04,2,47,0
442606,499,13.91,1,115,0
442607,188,2.58,1,49,0
442608,476,1.65,4,92,1
442609,470,8.65,2,120,0
442610,794,11.15,3,70,1
442611,10,14.15,5,32,1
442612,573,12.87,3,141,1
442613,676,5.34,1,38,0
442614,842,3.16,4,93,1
442615,83,11.71,1,56,0
442616,847,11.63,2,128,0
442617,538,5.45,0,137,0
442618,579,9.87,2,119,0
442619,915,11.48,0,48,0
442620,19,13.26,4,146,1
442621,386,12.74,4,69,1
442622,833,0.31,5,14,1
442623,55,9.61,4,10,1
442624,811,11.36,0,65,0
442625,876,5.62,4,74,1
442626,542,10.44,4,116,1
442627,359,1.19,0,135,0
442628,147,4.86,3,88,1
442629,975,5.05,2,86,0
442630,290,2.05,1,29,1
442631,744,6.65,3,49,1
442632,475,6.59,5,102,1
442633,860,10.77,2,26,1
442634,684,5.85,4,81,1
442635,158,6.71,2,104,0
442636,965,11.34,0,67,0
442637,969,12.51,1,143,0
442638,371,2.85,5,43,1
442639,81,14.1,5,129,1
442640,601,10.96,1,78,0
442641,299,5.15,3,79,1
442642,422,14.61,0,146,0
442643,466,6.02,4,14,1
442644,43,8.3,3,22,1
442645,519,2.39,4,149,1
442646,674,7.54,0,58,0
442647,906,3.27,0,135,0
442648,683,13.93,2,21,1
442649,472,12.38,3,96,1
442650,479,14.91,4,130,1
442651,170,7.19,5,33,1
442652,251,3.38,5,50,1
442653,124,3.06,0,110,0
442654,420,2.15,1,91,0
442655,138,3.2,0,107,0
442656,326,11.28,4,125,1
442657,972,3.47,3,78,1
442658,846,10.77,4,128,1
442659,959,10.72,1,60,0
442660,354,5.42,0,25,1
442661,910,12.27,1,110,0
442662,518,9.49,4,107,1
442663,929,14.5,4,86,1
442664,309,5.05,5,96,1
442665,55,1.57,3,84,1
442666,291,9.92,3,103,1
442667,623,7.3,1,110,0
442668,931,14.16,0,125,0
442669,470,0.77,1,125,0
442670,472,1.65,5,101,1
442671,418,10.35,1,24,1
442672,836,9.79,3,37,1
442673,823,7.11,2,65,0
442674,71,2.09,1,121,0
442675,537,9.1,0,34,0
442676,124,8.8,1,86,0
442677,672,12.8,2,53,0
442678,67,4.53,1,52,0
442679,669,11.5,0,44,0
442680,64,6.72,2,20,1
442681,876,6.44,3,122,1
442682,917,6.07,2,21,1
442683,150,7.79,0,75,0
442684,915,11.32,5,119,1
442685,722,7.42,3,119,1
442686,335,2.34,3,134,1
442687,752,8.12,2,21,1
442688,977,6.86,4,150,1
442689,388,10.12,2,86,0
442690,787,0.51,0,76,0
442691,884,4.18,5,14,1
442692,432,11.5,2,15,1
442693,212,11.19,2,102,0
442694,962,13.79,0,144,0
442695,643,8.49,5,43,1
442696,717,2.4,3,86,1
442697,832,4.68,2,23,1
442698,262,6.98,0,93,0
442699,481,14.79,2,57,0
442700,438,13.48,1,19,1
442701,923,0.57,0,44,0
442702,960,7.17,5,86,1
442703,896,3.22,3,130,1
442704,987,7.08,0,38,0
442705,971,5.16,3,124,1
442706,20,6.78,2,26,1
442707,825,14.4,0,51,0
442708,885,1.18,2,32,0
442709,851,13.68,5,47,1
442710,303,10.14,5,128,1
442711,788,10.22,1,26,1
442712,43,12.36,3,129,1
442713,178,7.23,3,148,1
442714,889,12.07,4,125,1
442715,980,14.02,2,81,0
442716,242,14.64,1,29,1
442717,500,0.73,3,31,1
442718,281,12.77,3,94,1
442719,879,13.07,0,27,1
442720,683,7.12,1,90,0
442721,813,3.88,4,139,1
442722,879,14.94,3,125,1
442723,274,5.9,2,104,0
442724,68,12.57,3,90,1
442725,743,5.97,1,85,0
442726,374,2.6,0,113,0
442727,121,14.85,2,33,0
442728,204,1.43,0,126,0
442729,786,9.75,3,108,1
442730,808,7.67,0,26,1
442731,859,3.65,5,20,1
442732,417,10.44,3,24,1
442733,317,11.06,5,145,1
442734,637,0.5,1,12,1
442735,827,6.76,1,104,0
442736,184,0.53,5,112,1
442737,854,6.18,4,84,1
442738,228,5.92,0,75,0
442739,22,4.66,4,71,1
442740,577,14.8,0,21,1
442741,302,3.65,5,60,1
442742,526,12.1,4,16,1
442743,208,3.63,4,134,1
442744,191,7.83,4,43,1
442745,831,0.91,3,40,1
442746,326,7.89,5,28,1
442747,805,3.29,2,33,0
442748,988,2.22,3,95,1
442749,677,4.19,4,90,1
442750,506,9.03,3,89,1
442751,104,8.39,5,102,1
442752,712,10.13,4,83,1
442753,779,8.71,0,147,0
442754,201,1.55,2,20,1
442755,956,3.53,0,48,0
442756,272,4.16,2,131,0
442757,113,3.24,1,148,0
442758,893,13.71,1,40,0
442759,844,10.76,1,137,0
442760,49,8.89,2,137,0
442761,205,10.91,2,36,0
442762,691,4.11,1,106,0
442763,347,2.98,4,90,1
442764,242,3.53,0,136,0
442765,90,8.89,3,136,1
442766,893,9.59,5,35,1
442767,298,1.49,5,37,1
442768,333,11.03,0,33,0
442769,857,12.12,5,60,1
442770,977,8.17,4,10,1
442771,536,14.76,4,142,1
442772,531,5.71,0,58,0
442773,84,0.12,3,48,1
442774,966,4.95,2,53,0
442775,236,4.9,1,56,0
442776,902,1.25,4,117,1
442777,877,9.59,4,109,1
442778,541,14.77,4,96,1
442779,460,4.21,3,36,1
442780,697,2.93,5,115,1
442781,364,6.86,5,78,1
442782,837,1.14,4,102,1
442783,868,0.93,0,111,0
442784,468,13.92,0,18,1
442785,942,9.37,1,137,0
442786,957,8.73,5,104,1
442787,133,9.08,1,146,0
442788,94,5.87,5,45,1
442789,867,12.82,0,133,0
442790,615,3.94,5,63,1
442791,118,12.85,4,11,1
442792,945,2.94,4,103,1
442793,541,14.73,0,55,0
442794,842,8.13,0,120,0
442795,960,9.04,2,56,0
442796,748,10.1,0,104,0
442797,597,12.86,0,137,0
442798,369,12.88,1,47,0
442799,227,4.1,1,61,0
442800,129,7.76,5,92,1
442801,415,11.17,1,37,0
442802,848,7.11,0,22,1
442803,635,14.28,3,110,1
442804,658,6.29,3,74,1
442805,939,12.27,4,32,1
442806,161,5.17,1,126,0
442807,377,7.98,5,146,1
442808,23,5.0,2,150,0
442809,808,7.48,4,130,1
442810,591,2.59,0,77,0
442811,883,6.33,2,80,0
442812,25,8.06,2,36,0
442813,393,8.16,0,85,0
442814,569,5.05,4,97,1
442815,636,8.48,2,26,1
442816,841,3.53,3,138,1
442817,64,13.02,0,41,0
442818,980,3.13,5,120,1
442819,634,2.84,5,135,1
442820,35,10.76,0,14,1
442821,111,14.26,4,68,1
442822,323,5.21,1,108,0
442823,556,14.98,4,95,1
442824,937,14.35,0,40,0
442825,870,14.29,0,83,0
442826,882,8.62,1,29,1
442827,861,5.09,2,138,0
442828,365,13.54,5,130,1
442829,151,0.98,2,43,0
442830,723,6.5,0,91,0
442831,876,0.19,5,74,1
442832,310,7.09,0,13,1
442833,607,0.27,1,85,0
442834,158,10.53,3,60,1
442835,862,4.37,1,52,0
442836,811,9.13,0,19,1
442837,249,14.09,3,113,1
442838,572,4.7,0,15,1
442839,718,12.14,0,103,0
442840,643,4.85,3,135,1
442841,54,2.45,2,12,1
442842,103,6.31,3,11,1
442843,949,5.71,0,95,0
442844,324,11.61,2,24,1
442845,968,7.52,2,95,0
442846,352,9.01,4,135,1
442847,775,9.95,2,25,1
442848,895,4.25,1,30,0
442849,473,10.9,1,96,0
442850,443,13.62,0,39,0
442851,894,13.47,4,137,1
442852,142,13.61,4,106,1
442853,854,1.57,1,22,1
442854,342,11.98,2,126,0
442855,313,2.94,0,135,0
442856,572,14.59,0,54,0
442857,294,6.44,3,87,1
442858,322,13.7,5,51,1
442859,343,4.4,2,46,0
442860,209,0.25,5,66,1
442861,222,13.86,2,12,1
442862,488,6.42,1,46,0
442863,809,4.25,4,67,1
442864,197,1.58,1,110,0
442865,414,11.27,4,113,1
442866,290,9.3,2,31,0
442867,187,12.46,0,23,1
442868,743,0.55,1,79,0
442869,202,5.18,1,71,0
442870,804,3.8,4,58,1
442871,44,1.86,2,26,1
442872,584,4.8,2,56,0
442873,173,14.56,3,70,1
442874,360,8.1,5,42,1
442875,445,0.81,2,82,0
442876,532,10.64,3,61,1
442877,14,11.49,1,81,0
442878,772,13.19,1,57,0
442879,101,7.31,3,110,1
442880,284,2.4,0,11,1
442881,489,0.48,3,78,1
442882,234,4.51,2,69,0
442883,313,8.33,5,33,1
442884,713,5.17,4,139,1
442885,844,11.0,5,19,1
442886,286,10.39,2,39,0
442887,631,0.73,0,103,0
442888,747,6.02,3,14,1
442889,698,2.87,3,89,1
442890,357,2.76,2,42,0
442891,492,5.38,2,38,0
442892,837,14.68,4,132,1
442893,741,5.19,0,51,0
442894,449,7.39,4,88,1
442895,899,12.45,0,122,0
442896,144,7.91,4,117,1
442897,329,2.42,4,70,1
442898,95,7.69,2,70,0
442899,967,13.17,0,107,0
442900,869,1.95,3,149,1
442901,520,10.95,1,24,1
442902,713,7.28,1,109,0
442903,578,10.94,1,63,0
442904,795,14.41,2,30,0
442905,28,11.19,4,18,1
442906,850,11.94,5,42,1
442907,589,8.11,5,66,1
442908,224,1.71,3,103,1
442909,232,1.27,1,18,1
442910,311,3.95,4,127,1
442911,962,1.19,1,20,1
442912,684,8.63,0,123,0
442913,689,7.83,3,139,1
442914,102,6.83,2,114,0
442915,454,11.0,0,149,0
442916,566,0.69,2,75,0
442917,291,2.89,3,50,1
442918,299,2.03,4,94,1
442919,562,6.08,0,113,0
442920,927,2.57,0,15,1
442921,80,14.44,1,56,0
442922,845,12.85,1,59,0
442923,444,8.46,5,148,1
442924,274,6.73,1,119,0
442925,829,5.75,4,133,1
442926,192,1.35,4,143,1
442927,890,10.31,2,74,0
442928,699,2.5,1,41,0
442929,94,3.46,2,121,0
442930,562,8.5,5,137,1
442931,361,7.22,2,65,0
442932,338,6.54,3,106,1
442933,750,6.11,1,110,0
442934,779,2.49,5,53,1
442935,809,4.35,1,83,0
442936,183,6.49,1,69,0
442937,854,9.29,2,44,0
442938,165,10.66,4,104,1
442939,435,6.05,4,27,1
442940,313,10.49,0,51,0
442941,614,12.86,1,102,0
442942,523,1.36,3,126,1
442943,579,5.97,4,124,1
442944,789,11.96,2,91,0
442945,824,3.48,3,46,1
442946,262,0.8,2,101,0
442947,667,12.92,1,36,0
442948,797,13.59,2,111,0
442949,408,9.67,1,106,0
442950,955,1.22,1,77,0
442951,852,7.94,3,49,1
442952,663,6.91,4,122,1
442953,955,11.54,1,95,0
442954,419,11.08,5,109,1
442955,430,1.53,3,96,1
442956,744,14.28,3,32,1
442957,882,3.83,1,85,0
442958,638,13.28,5,14,1
442959,843,7.11,0,130,0
442960,227,6.44,5,102,1
442961,249,2.14,2,56,0
442962,465,12.28,5,105,1
442963,195,8.62,4,126,1
442964,700,14.45,3,96,1
442965,36,5.66,0,145,0
442966,597,13.17,2,39,0
442967,745,1.45,2,78,0
442968,248,7.22,0,34,0
442969,453,8.68,1,56,0
442970,433,1.72,1,81,0
442971,933,14.23,4,63,1
442972,256,0.37,4,36,1
442973,509,8.48,5,116,1
442974,252,1.97,2,41,0
442975,438,9.0,4,18,1
442976,823,6.44,0,26,1
442977,528,7.91,1,66,0
442978,127,13.17,5,107,1
442979,541,6.29,0,114,0
442980,151,9.53,0,83,0
442981,392,3.41,4,119,1
442982,37,13.52,1,54,0
442983,535,11.7,0,48,0
442984,647,4.15,3,24,1
442985,149,13.07,2,10,1
442986,274,2.6,1,71,0
442987,70,7.5,3,71,1
442988,136,3.43,0,34,0
442989,642,1.34,1,104,0
442990,578,7.83,2,125,0
442991,315,2.55,1,37,0
442992,964,2.23,4,72,1
442993,208,1.94,3,18,1
442994,131,6.51,0,29,1
442995,714,11.7,4,42,1
442996,863,12.66,2,99,0
442997,102,10.08,2,24,1
442998,224,2.88,2,109,0
442999,668,8.68,0,141,0
443000,55,11.65,4,33,1
443001,271,2.38,3,121,1
443002,711,4.12,1,38,0
443003,229,2.16,5,115,1
443004,420,9.77,1,50,0
443005,45,3.93,2,100,0
443006,806,11.55,5,60,1
443007,713,4.04,0,111,0
443008,185,1.41,2,42,0
443009,72,4.45,2,76,0
443010,709,8.0,0,37,0
443011,791,14.92,1,95,0
443012,123,8.1,2,104,0
443013,840,5.66,1,56,0
443014,899,10.46,1,104,0
443015,55,5.42,0,83,0
443016,149,6.84,3,55,1
443017,235,7.35,3,123,1
443018,794,14.63,3,97,1
443019,27,7.07,3,134,1
443020,214,10.57,5,92,1
443021,98,10.04,4,89,1
443022,738,5.27,1,19,1
443023,245,11.34,3,108,1
443024,769,10.33,5,63,1
443025,654,7.24,3,23,1
443026,916,7.65,4,33,1
443027,431,12.67,1,31,0
443028,574,1.12,5,11,1
443029,587,2.25,5,113,1
443030,487,7.52,5,100,1
443031,498,0.29,1,109,0
443032,399,10.61,5,49,1
443033,664,5.83,1,143,0
443034,464,6.28,1,11,1
443035,198,0.29,3,143,1
443036,406,2.58,2,120,0
443037,187,12.03,1,80,0
443038,46,13.07,1,88,0
443039,615,3.15,3,44,1
443040,381,1.12,4,109,1
443041,33,4.72,0,31,0
443042,141,0.56,5,20,1
443043,104,1.34,0,96,0
443044,241,9.97,2,97,0
443045,530,1.44,5,58,1
443046,27,12.03,3,17,1
443047,371,9.77,4,110,1
443048,18,13.79,1,146,0
443049,740,7.43,5,11,1
443050,36,7.76,0,39,0
443051,174,2.29,2,118,0
443052,322,5.19,0,82,0
443053,53,1.77,0,76,0
443054,429,3.35,3,85,1
443055,779,9.7,4,94,1
443056,20,5.1,0,137,0
443057,545,9.14,3,24,1
443058,927,12.51,4,146,1
443059,32,14.37,4,42,1
443060,942,12.05,4,98,1
443061,299,14.1,1,133,0
443062,349,4.3,0,141,0
443063,363,6.91,1,68,0
443064,264,10.4,1,61,0
443065,168,11.89,0,89,0
443066,469,14.67,0,12,1
443067,318,13.33,0,85,0
443068,781,5.87,4,102,1
443069,277,3.93,4,71,1
443070,373,9.54,4,112,1
443071,386,7.32,3,135,1
443072,292,11.55,2,97,0
443073,538,6.93,4,45,1
443074,215,7.86,3,15,1
443075,372,14.05,2,95,0
443076,97,2.89,5,50,1
443077,449,1.44,0,35,0
443078,470,12.32,4,107,1
443079,28,6.44,0,57,0
443080,466,12.92,2,77,0
443081,520,14.35,0,14,1
443082,913,9.05,4,67,1
443083,608,5.88,3,18,1
443084,483,14.54,3,27,1
443085,28,14.17,1,139,0
443086,941,9.29,4,55,1
443087,651,9.92,4,113,1
443088,584,8.7,5,122,1
443089,698,10.21,5,112,1
443090,503,12.38,4,13,1
443091,172,10.45,4,130,1
443092,310,6.89,5,147,1
443093,327,9.76,5,90,1
443094,461,8.65,0,63,0
443095,801,5.76,4,42,1
443096,724,4.65,5,24,1
443097,167,0.15,1,10,1
443098,724,0.4,2,39,0
443099,882,7.04,4,12,1
443100,542,3.4,2,34,0
443101,399,7.41,5,20,1
443102,337,3.38,5,109,1
443103,638,10.89,0,72,0
443104,690,14.61,3,85,1
443105,14,7.01,0,45,0
443106,784,1.82,2,12,1
443107,481,1.12,4,57,1
443108,586,4.87,3,46,1
443109,818,7.42,3,99,1
443110,328,14.82,2,67,0
443111,502,1.48,4,42,1
443112,191,10.24,0,45,0
443113,952,2.22,3,111,1
443114,753,2.44,1,37,0
443115,97,10.53,0,132,0
443116,525,11.26,1,28,1
443117,585,4.24,3,33,1
443118,78,6.36,2,107,0
443119,813,3.89,5,133,1
443120,20,4.89,5,125,1
443121,119,8.09,5,58,1
443122,781,2.12,4,72,1
443123,236,5.7,0,44,0
443124,299,1.32,2,89,0
443125,230,9.14,1,110,0
443126,173,1.3,0,66,0
443127,156,12.65,0,47,0
443128,107,10.67,3,39,1
443129,26,11.98,1,111,0
443130,869,10.61,1,143,0
443131,37,2.25,2,122,0
443132,245,0.73,1,95,0
443133,834,12.03,5,55,1
443134,38,10.86,1,47,0
443135,864,14.86,3,83,1
443136,289,13.7,4,77,1
443137,345,4.82,4,61,1
443138,846,1.65,3,30,1
443139,376,3.39,0,93,0
443140,915,5.96,0,99,0
443141,269,5.29,2,16,1
443142,153,1.28,1,142,0
443143,901,2.81,0,11,1
443144,747,6.01,4,70,1
443145,17,7.91,2,18,1
443146,49,2.67,3,109,1
443147,833,1.76,2,18,1
443148,969,7.59,3,58,1
443149,146,10.76,2,133,0
443150,729,4.19,1,91,0
443151,758,13.58,1,89,0
443152,239,11.83,1,47,0
443153,954,0.44,0,27,1
443154,857,14.75,3,35,1
443155,624,10.26,1,31,0
443156,664,12.74,5,126,1
443157,553,1.89,1,126,0
443158,946,7.11,4,25,1
443159,847,1.52,0,76,0
443160,844,9.23,4,141,1
443161,972,4.82,0,107,0
443162,766,4.93,5,125,1
443163,380,2.95,0,51,0
443164,98,13.13,0,71,0
443165,906,12.49,0,109,0
443166,956,2.83,5,18,1
443167,787,0.65,0,60,0
443168,156,2.13,0,75,0
443169,352,12.65,1,116,0
443170,767,7.55,5,106,1
443171,765,1.66,3,93,1
443172,128,13.13,0,10,1
443173,683,14.8,4,43,1
443174,101,4.59,5,13,1
443175,688,5.52,5,143,1
443176,911,9.96,3,90,1
443177,511,7.28,2,135,0
443178,810,13.89,3,25,1
443179,85,5.36,1,125,0
443180,824,14.97,0,81,0
443181,984,13.62,4,125,1
443182,159,11.48,5,109,1
443183,545,12.62,4,48,1
443184,229,9.01,3,89,1
443185,242,6.62,0,144,0
443186,185,13.02,5,92,1
443187,897,5.93,1,99,0
443188,775,1.83,5,12,1
443189,437,3.19,3,67,1
443190,245,3.89,2,73,0
443191,743,13.35,3,18,1
443192,920,13.33,1,29,1
