user_id,call_duration,data_usage,complaints,billing_amount,churn
271270,39,6.33,1,86,0
271271,491,6.06,5,12,1
271272,430,8.88,1,133,0
271273,435,12.45,4,15,1
271274,187,10.31,3,135,1
271275,660,14.65,3,56,1
271276,370,8.44,0,40,0
271277,772,5.35,1,74,0
271278,756,0.43,3,127,1
271279,795,2.82,0,63,0
271280,252,8.29,3,96,1
271281,565,6.05,5,76,1
271282,521,1.75,3,137,1
271283,97,9.78,0,15,1
271284,73,3.0,0,107,0
271285,147,9.41,5,15,1
271286,781,14.0,1,61,0
271287,961,14.9,5,107,1
271288,261,2.36,1,116,0
271289,250,1.77,4,108,1
271290,594,7.04,2,78,0
271291,654,5.31,4,87,1
271292,88,14.93,0,38,0
271293,60,7.63,2,66,0
271294,920,6.25,2,108,0
271295,194,12.33,1,131,0
271296,539,6.25,5,86,1
271297,837,7.15,2,57,0
271298,681,8.33,2,90,0
271299,772,2.14,0,107,0
271300,819,11.59,2,46,0
271301,355,10.71,0,104,0
271302,611,5.14,1,88,0
271303,735,8.02,1,61,0
271304,639,11.88,2,147,0
271305,978,10.73,4,119,1
271306,809,1.79,2,96,0
271307,632,2.21,4,145,1
271308,503,9.12,5,100,1
271309,437,8.34,4,83,1
271310,676,10.88,1,41,0
271311,320,0.23,1,135,0
271312,315,1.25,4,37,1
271313,478,1.47,5,30,1
271314,847,0.12,1,30,0
271315,778,9.25,5,89,1
271316,155,14.54,0,136,0
271317,914,6.3,2,135,0
271318,105,2.66,4,121,1
271319,150,3.52,4,75,1
271320,313,7.84,0,116,0
271321,535,7.34,0,24,1
271322,181,10.9,0,46,0
271323,487,7.08,4,96,1
271324,808,9.23,5,10,1
271325,444,1.68,0,67,0
271326,269,13.03,2,124,0
271327,854,4.86,0,47,0
271328,521,0.28,2,66,0
271329,762,3.44,5,61,1
271330,420,6.28,5,79,1
271331,629,2.64,1,69,0
271332,322,11.14,0,106,0
271333,489,11.67,4,141,1
271334,620,5.27,3,80,1
271335,926,3.73,3,127,1
271336,298,1.81,1,41,0
271337,400,2.77,0,37,0
271338,747,5.92,0,33,0
271339,161,12.36,1,43,0
271340,788,0.46,4,71,1
271341,840,12.41,1,146,0
271342,498,6.34,5,103,1
271343,430,5.56,2,47,0
271344,546,7.8,1,13,1
271345,422,10.33,5,34,1
271346,583,0.78,0,86,0
271347,580,6.82,5,41,1
271348,18,8.03,2,116,0
271349,461,6.64,0,105,0
271350,642,4.92,1,139,0
271351,494,5.25,3,40,1
271352,510,1.35,2,149,0
271353,898,1.22,2,90,0
271354,675,0.64,3,41,1
271355,737,14.89,5,144,1
271356,750,12.82,0,130,0
271357,414,1.42,0,34,0
271358,369,4.64,4,73,1
271359,670,6.94,1,97,0
271360,316,5.97,3,49,1
271361,860,6.6,4,87,1
271362,617,5.17,1,80,0
271363,517,9.42,3,44,1
271364,174,10.15,1,100,0
271365,418,0.26,5,28,1
271366,466,6.26,3,65,1
271367,731,1.5,2,136,0
271368,120,8.36,0,70,0
271369,174,1.3,0,95,0
271370,413,14.45,0,139,0
271371,553,4.4,1,69,0
271372,835,1.64,3,41,1
271373,97,0.15,2,121,0
271374,426,1.29,0,55,0
271375,149,9.38,0,46,0
271376,472,9.42,4,51,1
271377,375,8.44,1,29,1
271378,799,7.37,4,136,1
271379,292,5.56,1,51,0
271380,476,4.78,4,139,1
271381,168,13.79,2,122,0
271382,492,10.55,2,54,0
271383,489,11.37,3,128,1
271384,914,13.42,0,114,0
271385,534,11.84,4,39,1
271386,25,4.7,0,14,1
271387,167,7.36,3,62,1
271388,594,4.13,3,148,1
271389,662,14.81,0,108,0
271390,748,1.07,0,26,1
271391,269,10.88,1,120,0
271392,211,13.68,1,150,0
271393,801,11.95,0,35,0
271394,839,12.54,3,108,1
271395,67,14.25,2,140,0
271396,372,3.05,0,46,0
271397,12,5.84,4,56,1
271398,53,11.62,1,83,0
271399,853,7.47,0,76,0
271400,879,10.85,1,18,1
271401,549,0.38,4,84,1
271402,127,14.23,4,147,1
271403,871,3.34,5,79,1
271404,484,2.69,1,104,0
271405,709,10.44,2,73,0
271406,52,3.07,5,64,1
271407,314,2.73,3,116,1
271408,111,12.47,0,93,0
271409,540,12.43,4,26,1
271410,118,10.65,5,30,1
271411,364,8.92,1,18,1
271412,627,11.97,1,81,0
271413,89,4.92,4,54,1
271414,880,2.32,0,131,0
271415,30,7.5,3,135,1
271416,880,13.7,0,83,0
271417,615,0.85,5,82,1
271418,444,2.81,4,33,1
271419,966,2.64,4,114,1
271420,676,11.18,0,12,1
271421,160,14.2,1,22,1
271422,430,5.01,4,111,1
271423,962,4.28,2,135,0
271424,255,9.45,1,20,1
271425,37,11.59,1,54,0
271426,612,2.41,3,84,1
271427,16,12.39,3,129,1
271428,160,10.91,3,50,1
271429,214,9.57,3,34,1
271430,481,13.83,4,25,1
271431,406,8.43,0,88,0
271432,665,2.28,5,43,1
271433,318,14.22,0,86,0
271434,269,3.47,1,73,0
271435,939,6.32,0,138,0
271436,293,2.03,5,33,1
271437,819,14.57,5,114,1
271438,249,0.58,4,102,1
271439,271,6.66,4,35,1
271440,98,13.0,5,39,1
271441,967,9.78,3,66,1
271442,500,14.33,4,74,1
271443,50,10.65,1,83,0
271444,557,14.47,5,144,1
271445,228,1.2,0,65,0
271446,340,10.23,3,95,1
271447,367,9.29,5,12,1
271448,760,6.57,2,72,0
271449,940,5.74,1,77,0
271450,912,8.64,1,145,0
271451,968,0.85,1,65,0
271452,848,1.01,4,137,1
271453,724,1.64,0,104,0
271454,622,4.82,5,93,1
271455,647,5.13,3,22,1
271456,372,1.79,1,101,0
271457,515,11.66,0,107,0
271458,359,0.48,2,67,0
271459,593,0.11,2,47,0
271460,405,0.53,4,36,1
271461,460,8.67,1,57,0
271462,362,6.73,5,81,1
271463,313,7.43,3,130,1
271464,758,11.68,0,27,1
271465,372,3.97,3,34,1
271466,757,14.99,1,36,0
271467,38,9.89,5,145,1
271468,595,4.37,2,127,0
271469,481,13.95,1,149,0
271470,585,5.44,4,17,1
271471,158,12.11,3,70,1
271472,782,4.08,1,112,0
271473,675,13.67,1,133,0
271474,715,1.85,5,71,1
271475,511,7.1,1,143,0
271476,493,11.08,4,66,1
271477,36,13.19,2,117,0
271478,362,6.48,1,71,0
271479,376,2.58,1,94,0
271480,694,12.9,5,140,1
271481,61,0.86,5,63,1
271482,170,14.56,0,118,0
271483,462,9.64,2,92,0
271484,558,12.31,3,57,1
271485,928,1.81,4,140,1
271486,749,14.27,0,98,0
271487,722,5.62,0,65,0
271488,225,2.15,3,10,1
271489,165,11.94,3,130,1
271490,680,2.92,1,71,0
271491,97,4.17,2,104,0
271492,816,0.59,4,12,1
271493,12,10.78,4,130,1
271494,347,1.07,4,28,1
271495,841,3.11,1,124,0
271496,416,11.19,3,88,1
271497,398,12.08,0,80,0
271498,771,10.1,5,141,1
271499,387,4.34,2,86,0
271500,414,8.53,2,36,0
271501,713,0.85,2,80,0
271502,509,9.97,1,19,1
271503,494,12.41,3,62,1
271504,287,14.56,5,138,1
271505,74,8.95,5,31,1
271506,946,2.0,3,53,1
271507,783,2.81,3,117,1
271508,716,6.23,4,19,1
271509,52,3.46,1,50,0
271510,471,0.21,0,56,0
271511,23,1.8,2,96,0
271512,412,2.02,0,66,0
271513,211,2.17,1,148,0
271514,306,11.22,1,54,0
271515,214,12.2,2,76,0
271516,540,2.64,1,11,1
271517,165,11.73,3,20,1
271518,964,3.72,5,58,1
271519,111,1.65,3,80,1
271520,30,13.74,1,53,0
271521,488,12.32,5,61,1
271522,401,0.14,4,102,1
271523,262,11.85,4,138,1
271524,20,14.95,3,73,1
271525,380,2.58,3,142,1
271526,175,13.01,3,78,1
271527,497,13.58,2,34,0
271528,321,13.05,4,129,1
271529,141,3.43,1,72,0
271530,341,12.37,2,52,0
271531,923,4.03,0,44,0
271532,443,3.73,2,98,0
271533,660,6.64,4,69,1
271534,894,14.34,2,74,0
271535,801,13.76,1,28,1
271536,753,3.28,1,98,0
271537,108,12.4,0,144,0
271538,719,5.66,1,85,0
271539,920,11.93,0,77,0
271540,704,14.03,3,43,1
271541,753,0.26,3,48,1
271542,750,2.76,1,91,0
271543,166,6.86,4,56,1
271544,400,0.42,0,58,0
271545,627,8.65,5,47,1
271546,890,10.0,1,106,0
271547,440,4.64,5,63,1
271548,119,0.4,0,98,0
271549,807,14.46,4,54,1
271550,398,0.31,3,54,1
271551,588,3.59,2,134,0
271552,274,4.33,3,52,1
271553,765,1.6,1,66,0
271554,225,7.6,1,103,0
271555,986,7.72,4,98,1
271556,860,7.63,5,67,1
271557,421,0.21,1,91,0
271558,77,0.86,1,77,0
271559,969,8.7,3,103,1
271560,589,5.58,5,37,1
271561,305,12.14,0,122,0
271562,215,11.16,0,36,0
271563,77,9.7,5,132,1
271564,800,5.19,3,63,1
271565,986,14.72,4,142,1
271566,632,3.45,5,66,1
271567,234,6.09,2,65,0
271568,207,1.07,1,13,1
271569,70,8.72,0,144,0
271570,230,6.14,5,116,1
271571,816,13.29,1,109,0
271572,904,7.66,2,93,0
271573,912,5.76,2,121,0
271574,13,2.14,5,70,1
271575,627,14.68,0,134,0
271576,908,7.31,4,42,1
271577,166,14.83,5,35,1
271578,240,5.43,4,35,1
271579,161,4.72,1,129,0
271580,493,7.15,2,44,0
271581,103,3.16,4,55,1
271582,661,2.34,4,73,1
271583,152,1.31,0,143,0
271584,444,4.1,5,24,1
271585,406,2.97,2,95,0
271586,599,0.85,3,126,1
271587,667,13.54,2,128,0
271588,824,1.27,1,145,0
271589,532,2.36,5,26,1
271590,215,8.32,4,78,1
271591,829,14.93,3,48,1
271592,386,14.75,0,13,1
271593,522,3.13,1,108,0
271594,129,13.4,1,10,1
271595,143,3.73,3,123,1
271596,192,11.98,5,87,1
271597,78,3.1,5,54,1
271598,885,4.59,0,35,0
271599,227,13.81,5,55,1
271600,546,3.59,1,138,0
271601,180,4.93,4,14,1
271602,555,14.3,5,69,1
271603,526,7.72,0,70,0
271604,829,0.11,5,108,1
271605,28,6.92,5,142,1
271606,269,9.88,4,50,1
271607,865,11.79,0,134,0
271608,847,2.49,4,89,1
271609,173,14.24,1,50,0
271610,571,10.44,4,85,1
271611,911,5.34,5,90,1
271612,769,13.5,4,130,1
271613,528,4.94,3,108,1
271614,164,3.65,2,43,0
271615,582,13.77,4,41,1
271616,227,4.49,1,102,0
271617,682,3.71,1,103,0
271618,962,12.96,1,77,0
271619,336,2.14,3,63,1
271620,228,5.23,2,150,0
271621,447,14.78,0,98,0
271622,532,3.27,1,81,0
271623,107,1.93,0,108,0
271624,90,0.7,3,10,1
271625,755,10.72,2,41,0
271626,931,10.14,3,33,1
271627,848,12.08,0,19,1
271628,59,12.73,2,31,0
271629,814,0.91,2,44,0
271630,711,14.47,1,147,0
271631,118,11.12,4,106,1
271632,249,6.93,3,122,1
271633,480,11.45,1,134,0
271634,826,14.07,4,110,1
271635,818,8.95,4,113,1
271636,164,1.68,0,45,0
271637,648,2.61,0,17,1
271638,730,11.56,1,62,0
271639,22,9.2,5,98,1
271640,871,8.42,1,88,0
271641,434,9.03,2,29,1
271642,758,4.36,0,134,0
271643,595,11.94,2,108,0
271644,484,12.54,1,95,0
271645,558,4.49,4,97,1
271646,62,0.45,5,42,1
271647,27,13.47,5,63,1
271648,111,10.63,4,52,1
271649,286,13.3,5,94,1
271650,767,13.86,4,116,1
271651,167,3.02,1,131,0
271652,351,6.72,3,35,1
271653,735,4.4,4,51,1
271654,218,7.04,1,133,0
271655,216,7.78,1,19,1
271656,116,14.19,1,105,0
271657,158,3.54,5,97,1
271658,408,9.26,3,124,1
271659,551,5.0,5,28,1
271660,283,1.97,0,31,0
271661,646,1.17,0,112,0
271662,414,9.86,5,35,1
271663,213,5.98,4,31,1
271664,917,1.61,3,33,1
271665,141,7.0,3,12,1
271666,862,12.37,0,87,0
271667,848,8.75,2,29,1
271668,28,3.74,3,10,1
271669,691,7.43,5,121,1
271670,431,2.21,1,80,0
271671,807,2.52,5,110,1
271672,688,11.01,0,37,0
271673,356,13.7,1,40,0
271674,920,1.69,3,79,1
271675,279,11.96,1,142,0
271676,714,1.77,1,55,0
271677,771,11.48,3,71,1
271678,402,3.32,3,55,1
271679,767,2.83,5,85,1
271680,371,3.99,5,52,1
271681,776,9.93,4,144,1
271682,65,14.63,2,85,0
271683,791,1.81,4,96,1
271684,23,5.67,2,102,0
271685,116,9.49,1,137,0
271686,226,5.29,0,79,0
271687,837,0.58,0,145,0
271688,99,13.85,0,123,0
271689,683,1.73,0,122,0
271690,84,2.58,1,27,1
271691,618,2.85,4,58,1
271692,234,6.83,3,144,1
271693,365,9.09,2,59,0
271694,860,9.91,2,54,0
271695,258,13.0,2,20,1
271696,135,5.46,1,102,0
271697,366,8.38,2,134,0
271698,638,12.07,4,56,1
271699,697,5.41,5,29,1
271700,308,5.07,5,107,1
271701,740,10.09,0,114,0
271702,888,13.05,4,25,1
271703,800,10.35,3,147,1
271704,783,10.35,0,135,0
271705,701,1.79,5,132,1
271706,965,14.21,3,119,1
271707,901,10.62,0,108,0
271708,150,11.99,0,111,0
271709,147,6.03,0,91,0
271710,893,14.62,1,55,0
271711,729,11.33,0,49,0
271712,659,1.05,5,21,1
271713,879,12.2,0,145,0
271714,650,5.73,0,44,0
271715,708,12.97,1,12,1
271716,667,13.41,1,106,0
271717,709,14.58,4,32,1
271718,740,3.12,1,82,0
271719,133,3.11,0,23,1
271720,618,3.79,2,95,0
271721,752,0.25,3,60,1
271722,417,8.98,4,134,1
271723,994,8.37,5,22,1
271724,435,8.5,3,80,1
271725,651,5.6,1,122,0
271726,83,5.73,3,88,1
271727,304,11.57,5,34,1
271728,352,1.55,5,33,1
271729,247,1.08,2,55,0
271730,580,8.03,3,115,1
271731,503,10.77,1,80,0
271732,502,9.02,5,106,1
271733,832,8.28,0,61,0
271734,938,1.54,0,54,0
271735,666,2.56,1,134,0
271736,695,11.22,2,74,0
271737,681,7.04,2,137,0
271738,333,11.92,1,111,0
271739,375,7.9,1,88,0
271740,57,9.87,4,14,1
271741,970,2.16,0,79,0
271742,249,12.63,4,31,1
271743,565,3.28,2,140,0
271744,735,3.55,0,41,0
271745,841,14.83,5,89,1
271746,700,13.49,3,138,1
271747,689,8.57,3,122,1
271748,793,7.31,4,113,1
271749,979,12.49,2,82,0
271750,453,6.53,0,43,0
271751,908,3.37,2,88,0
271752,756,14.56,2,88,0
271753,209,1.54,1,100,0
271754,730,5.66,1,109,0
271755,645,3.95,1,136,0
271756,293,12.14,4,136,1
271757,560,5.79,3,12,1
271758,529,1.55,2,100,0
271759,756,5.89,1,65,0
271760,95,4.03,4,114,1
271761,90,12.34,1,17,1
271762,765,9.14,0,75,0
271763,394,10.99,2,15,1
271764,354,3.66,5,127,1
271765,14,13.64,1,55,0
271766,362,13.44,1,32,0
271767,419,9.05,0,136,0
271768,677,11.6,1,115,0
271769,363,5.64,3,25,1
271770,43,2.92,0,15,1
271771,953,12.1,3,130,1
271772,584,5.64,5,13,1
271773,182,5.15,0,135,0
271774,84,13.37,2,44,0
271775,742,11.07,3,111,1
271776,539,11.96,3,58,1
271777,559,13.62,3,34,1
271778,430,12.67,3,130,1
271779,798,8.17,4,22,1
271780,516,10.36,4,113,1
271781,640,2.48,5,109,1
271782,800,2.46,4,27,1
271783,945,1.16,4,130,1
271784,780,11.99,4,39,1
271785,173,8.56,1,81,0
271786,594,1.13,0,63,0
271787,132,3.54,0,12,1
271788,328,5.14,1,106,0
271789,217,5.15,5,48,1
271790,236,2.3,3,150,1
271791,942,9.5,0,105,0
271792,981,4.93,1,55,0
271793,125,6.25,0,149,0
271794,720,10.22,5,98,1
271795,861,12.22,5,76,1
271796,139,8.46,1,109,0
271797,216,4.75,3,98,1
271798,222,1.56,3,56,1
271799,952,1.39,0,11,1
271800,245,2.67,5,36,1
271801,969,13.2,2,75,0
271802,755,1.53,1,86,0
271803,551,3.4,4,26,1
271804,234,2.15,5,133,1
271805,711,10.25,4,102,1
271806,79,3.89,0,131,0
271807,695,0.1,2,18,1
271808,667,8.01,1,68,0
271809,880,7.87,3,79,1
271810,74,12.76,2,92,0
271811,787,7.05,1,131,0
271812,984,4.59,3,121,1
271813,724,10.54,3,125,1
271814,527,4.53,2,10,1
271815,20,2.79,2,38,0
271816,749,4.19,1,48,0
271817,818,9.98,3,108,1
271818,728,1.76,3,78,1
271819,25,4.54,2,68,0
271820,810,4.88,3,83,1
271821,478,6.57,1,83,0
271822,758,13.15,4,79,1
271823,519,4.7,2,87,0
271824,499,14.54,0,101,0
271825,387,8.79,5,32,1
271826,500,4.16,2,28,1
271827,436,8.67,5,48,1
271828,230,3.38,3,105,1
271829,358,1.86,3,76,1
271830,248,0.85,3,54,1
271831,913,7.27,4,57,1
271832,573,4.75,1,107,0
271833,886,7.16,5,102,1
271834,588,5.94,5,90,1
271835,874,4.35,3,30,1
271836,335,4.08,0,28,1
271837,692,2.18,0,11,1
271838,664,7.41,4,11,1
271839,496,9.36,4,42,1
271840,930,5.75,4,119,1
271841,756,4.23,4,15,1
271842,16,5.56,3,42,1
271843,726,5.98,0,111,0
271844,723,7.12,3,54,1
271845,341,8.15,5,138,1
271846,728,5.86,2,13,1
271847,209,14.75,3,51,1
271848,693,13.24,5,54,1
271849,198,11.65,3,85,1
271850,628,3.96,0,11,1
271851,496,14.19,1,12,1
271852,895,1.73,5,39,1
271853,212,5.74,1,99,0
271854,44,9.11,0,41,0
271855,809,12.29,3,110,1
271856,980,2.03,0,34,0
271857,132,6.76,4,76,1
271858,60,8.31,5,73,1
271859,540,0.87,0,101,0
271860,221,3.38,4,46,1
271861,893,2.1,1,67,0
271862,692,12.82,3,68,1
271863,756,2.29,5,100,1
271864,161,0.95,0,26,1
271865,836,3.13,0,25,1
271866,568,6.53,0,29,1
271867,583,11.55,0,47,0
271868,331,2.53,3,142,1
271869,432,14.49,2,87,0
271870,596,6.35,1,120,0
271871,228,3.25,4,22,1
271872,921,3.91,3,28,1
271873,160,6.94,5,104,1
271874,393,4.97,4,96,1
271875,193,0.7,0,39,0
271876,874,8.31,3,10,1
271877,554,14.24,2,13,1
271878,745,14.49,4,103,1
271879,231,3.45,2,133,0
271880,700,13.3,4,147,1
271881,280,4.73,1,12,1
271882,715,0.71,5,125,1
271883,586,9.73,0,17,1
271884,19,11.48,3,100,1
271885,338,6.85,3,70,1
271886,335,8.42,3,139,1
271887,862,10.36,2,24,1
271888,434,5.23,5,42,1
271889,625,8.19,2,72,0
271890,399,8.82,3,32,1
271891,820,11.01,3,46,1
271892,310,7.82,5,87,1
271893,805,8.7,5,82,1
271894,22,7.87,0,103,0
271895,647,8.05,0,51,0
271896,667,9.07,2,112,0
271897,137,8.26,1,126,0
271898,855,10.04,4,65,1
271899,782,2.49,3,18,1
271900,923,0.61,2,108,0
271901,937,2.98,1,123,0
271902,563,6.86,4,54,1
271903,332,14.85,4,148,1
271904,671,2.12,2,56,0
271905,69,10.31,4,62,1
271906,797,4.48,2,93,0
271907,851,11.7,0,44,0
271908,290,8.88,2,111,0
271909,776,8.35,2,131,0
271910,962,13.75,0,84,0
271911,937,3.2,4,110,1
271912,816,8.66,0,92,0
271913,365,11.83,2,136,0
271914,85,14.52,3,93,1
271915,633,13.32,0,112,0
271916,869,5.63,5,109,1
271917,763,14.46,0,54,0
271918,77,10.3,5,114,1
271919,656,10.45,1,139,0
271920,682,14.72,4,93,1
271921,592,4.39,1,103,0
271922,605,1.55,2,46,0
271923,228,10.42,3,138,1
271924,371,14.08,0,74,0
271925,933,12.92,0,37,0
271926,922,10.34,5,116,1
271927,375,1.89,1,30,0
271928,121,7.61,5,45,1
271929,447,7.33,5,102,1
271930,44,10.93,1,126,0
271931,325,6.78,4,80,1
271932,563,7.1,3,92,1
271933,436,6.58,3,87,1
271934,896,4.94,2,148,0
271935,456,6.5,2,148,0
271936,167,14.73,5,18,1
271937,428,10.95,3,14,1
271938,540,0.4,3,116,1
271939,530,0.9,2,104,0
271940,575,3.21,4,76,1
271941,488,12.86,5,22,1
271942,950,10.52,3,71,1
271943,464,2.7,2,42,0
271944,239,3.61,3,41,1
271945,478,3.77,3,51,1
271946,639,14.31,3,137,1
271947,792,0.33,3,96,1
271948,87,9.89,5,92,1
271949,992,13.47,2,112,0
271950,265,10.53,0,133,0
271951,88,9.99,2,113,0
271952,428,12.53,1,39,0
271953,31,14.78,1,110,0
271954,716,5.52,0,36,0
271955,91,7.58,4,46,1
271956,749,9.5,5,62,1
271957,392,12.63,0,147,0
271958,407,13.72,2,46,0
271959,106,13.71,5,29,1
271960,973,2.7,5,89,1
271961,513,7.89,3,64,1
271962,631,10.99,0,143,0
271963,708,8.26,4,73,1
271964,594,3.74,3,98,1
271965,656,0.12,0,55,0
271966,483,12.77,3,30,1
271967,822,12.76,0,18,1
271968,676,11.82,1,94,0
271969,328,3.24,0,86,0
271970,878,7.8,2,103,0
271971,493,8.18,2,35,0
271972,640,8.91,1,25,1
271973,947,3.32,4,51,1
271974,736,14.26,5,66,1
271975,449,1.44,5,56,1
271976,756,3.25,2,85,0
271977,402,6.55,4,93,1
271978,239,0.83,1,62,0
271979,304,4.81,5,86,1
271980,443,8.55,4,115,1
271981,709,2.99,1,48,0
271982,52,3.92,2,102,0
271983,891,6.0,3,23,1
271984,664,12.92,1,31,0
271985,858,1.81,4,65,1
271986,126,14.22,0,30,0
271987,106,13.44,0,62,0
271988,536,8.3,1,47,0
271989,180,12.57,3,69,1
271990,69,8.35,2,60,0
271991,963,11.95,0,30,0
271992,855,11.23,4,96,1
271993,521,0.3,5,55,1
271994,658,5.09,2,100,0
271995,59,10.5,0,134,0
271996,975,4.42,5,114,1
271997,912,9.61,5,133,1
271998,497,12.15,4,118,1
271999,624,14.84,5,41,1
272000,378,3.87,1,54,0
272001,728,13.8,4,55,1
272002,129,6.27,4,86,1
272003,515,12.65,0,56,0
272004,395,1.19,4,149,1
272005,951,14.04,4,18,1
272006,306,13.95,5,134,1
272007,747,4.61,3,95,1
272008,97,6.58,5,97,1
272009,694,6.34,3,49,1
272010,612,9.84,0,87,0
272011,713,0.6,0,28,1
272012,458,12.83,0,61,0
272013,297,1.02,5,65,1
272014,202,10.28,5,100,1
272015,966,4.09,5,117,1
272016,725,12.59,1,51,0
272017,701,8.63,5,129,1
272018,172,8.58,1,33,0
272019,795,10.59,3,25,1
272020,563,7.46,4,55,1
272021,802,2.07,3,91,1
272022,42,6.81,0,118,0
272023,662,10.51,4,23,1
272024,673,11.6,1,121,0
272025,372,3.11,4,119,1
272026,809,14.93,0,91,0
272027,545,5.62,5,86,1
272028,294,6.82,1,48,0
272029,900,3.49,3,106,1
272030,862,6.29,2,35,0
272031,539,3.19,0,123,0
272032,450,6.82,0,85,0
272033,297,13.12,1,72,0
272034,755,3.01,1,136,0
272035,197,5.87,0,32,0
272036,432,3.81,5,36,1
272037,397,9.0,5,61,1
272038,830,7.7,3,14,1
272039,581,13.03,5,98,1
272040,971,8.17,2,122,0
272041,563,6.14,4,32,1
272042,341,1.0,5,127,1
272043,611,1.5,2,16,1
272044,202,4.43,3,85,1
272045,636,1.26,1,32,0
272046,554,14.31,2,61,0
272047,74,3.84,3,99,1
272048,764,3.63,1,129,0
272049,89,9.72,3,22,1
272050,841,6.6,3,65,1
272051,451,8.77,5,33,1
272052,318,1.21,2,63,0
272053,708,9.06,0,128,0
272054,842,0.3,5,42,1
272055,350,1.09,2,80,0
272056,328,9.66,3,137,1
272057,540,6.74,4,104,1
272058,212,10.07,0,136,0
272059,441,13.71,3,126,1
272060,604,7.54,3,150,1
272061,862,4.67,0,101,0
272062,313,14.41,0,33,0
272063,406,11.18,0,60,0
272064,577,10.11,5,114,1
272065,897,1.53,4,147,1
272066,300,2.06,3,78,1
272067,130,12.04,5,47,1
272068,55,1.09,4,95,1
272069,685,7.98,1,82,0
