user_id,call_duration,data_usage,complaints,billing_amount,churn
955776,982,3.07,0,140,0
955777,571,0.18,4,44,1
955778,123,0.57,1,143,0
955779,681,11.12,2,117,0
955780,616,4.72,4,129,1
955781,767,4.82,4,77,1
955782,779,9.16,2,106,0
955783,800,4.83,1,126,0
955784,400,10.0,2,112,0
955785,991,8.3,2,26,1
955786,266,3.75,5,28,1
955787,110,10.42,1,33,0
955788,739,5.57,1,19,1
955789,928,4.14,2,50,0
955790,176,9.27,1,90,0
955791,302,14.75,5,149,1
955792,743,2.67,0,95,0
955793,382,13.96,4,75,1
955794,877,8.05,4,19,1
955795,418,2.27,0,147,0
955796,790,11.44,2,15,1
955797,164,9.71,2,111,0
955798,632,4.22,3,84,1
955799,744,11.44,0,124,0
955800,691,9.57,5,144,1
955801,361,11.53,1,28,1
955802,421,12.65,4,26,1
955803,329,2.45,1,134,0
955804,626,9.1,0,107,0
955805,52,2.37,4,120,1
955806,360,6.24,1,57,0
955807,828,0.79,0,80,0
955808,517,3.47,1,35,0
955809,170,4.03,5,95,1
955810,149,12.54,4,14,1
955811,402,8.45,1,126,0
955812,612,13.94,1,149,0
955813,207,10.83,4,127,1
955814,986,3.9,4,127,1
955815,868,3.24,5,21,1
955816,149,8.07,1,124,0
955817,443,2.0,5,69,1
955818,716,2.74,5,40,1
955819,497,9.74,1,30,0
955820,423,3.98,1,130,0
955821,521,9.73,5,11,1
955822,554,0.22,0,119,0
955823,377,6.74,5,16,1
955824,27,3.52,2,30,0
955825,635,14.95,5,54,1
955826,657,7.37,3,15,1
955827,966,5.68,1,99,0
955828,493,9.56,4,93,1
955829,818,2.45,3,102,1
955830,926,5.0,2,103,0
955831,866,5.69,2,139,0
955832,90,12.47,4,115,1
955833,892,12.87,1,135,0
955834,227,6.58,2,22,1
955835,658,4.46,0,127,0
955836,58,13.69,1,102,0
955837,322,5.1,5,79,1
955838,646,11.86,4,103,1
955839,870,6.04,1,139,0
955840,982,12.36,0,58,0
955841,366,6.47,3,93,1
955842,209,3.9,4,122,1
955843,675,1.29,0,101,0
955844,784,8.83,5,16,1
955845,897,14.3,5,139,1
955846,743,0.9,3,65,1
955847,727,1.14,4,94,1
955848,373,11.01,3,26,1
955849,59,14.47,2,110,0
955850,701,9.49,2,51,0
955851,35,13.5,2,76,0
955852,879,1.08,1,19,1
955853,27,14.93,0,51,0
955854,481,5.91,3,122,1
955855,352,8.89,0,148,0
955856,622,2.22,2,127,0
955857,631,9.66,2,13,1
955858,980,11.46,2,119,0
955859,554,12.39,2,75,0
955860,612,2.38,4,47,1
955861,408,10.2,5,101,1
955862,677,4.66,2,120,0
955863,557,4.36,4,34,1
955864,408,1.04,0,59,0
955865,136,13.79,5,115,1
955866,155,5.95,3,57,1
955867,295,8.59,0,92,0
955868,826,14.32,3,76,1
955869,390,6.77,5,117,1
955870,260,14.81,3,27,1
955871,454,3.61,0,107,0
955872,403,11.02,2,144,0
955873,685,11.51,1,146,0
955874,885,5.8,4,63,1
955875,552,2.83,1,53,0
955876,364,0.52,5,37,1
955877,616,2.26,1,90,0
955878,200,13.34,3,54,1
955879,394,13.4,3,55,1
955880,656,11.08,3,126,1
955881,926,13.91,0,42,0
955882,584,14.35,3,103,1
955883,211,9.81,3,141,1
955884,224,14.64,5,44,1
955885,840,11.58,2,39,0
955886,656,10.03,1,118,0
955887,910,13.19,4,80,1
955888,681,4.14,4,50,1
955889,991,0.62,1,55,0
955890,170,9.77,4,65,1
955891,632,10.26,1,55,0
955892,914,7.48,5,58,1
955893,324,12.81,1,56,0
955894,768,14.65,4,50,1
955895,739,2.82,4,97,1
955896,807,1.34,2,30,0
955897,800,4.71,1,113,0
955898,681,11.58,3,23,1
955899,790,6.87,0,30,0
955900,41,11.42,4,41,1
955901,354,4.2,1,24,1
955902,976,13.62,0,145,0
955903,402,3.47,3,60,1
955904,444,6.58,1,116,0
955905,227,13.55,5,23,1
955906,635,12.17,4,10,1
955907,871,9.79,2,132,0
955908,934,8.54,5,43,1
955909,144,9.39,3,31,1
955910,789,0.5,5,82,1
955911,534,8.57,2,134,0
955912,302,13.02,3,26,1
955913,701,4.69,3,59,1
955914,395,10.04,0,139,0
955915,28,14.49,2,104,0
955916,653,4.05,3,104,1
955917,247,13.92,0,108,0
955918,713,1.67,3,93,1
955919,564,5.78,4,126,1
955920,650,7.14,1,20,1
955921,886,6.34,5,102,1
955922,251,12.3,3,142,1
955923,736,7.01,5,93,1
955924,277,10.86,1,131,0
955925,209,2.81,5,146,1
955926,57,8.28,4,18,1
955927,491,12.05,4,149,1
955928,603,9.13,0,40,0
955929,25,8.84,2,61,0
955930,92,4.86,0,147,0
955931,971,3.51,5,114,1
955932,262,4.36,1,23,1
955933,576,13.94,2,14,1
955934,502,7.51,0,132,0
955935,459,3.64,1,16,1
955936,301,6.94,2,72,0
955937,623,4.35,2,39,0
955938,979,10.74,0,82,0
955939,848,0.99,1,70,0
955940,976,9.43,0,97,0
955941,502,13.6,3,131,1
955942,200,14.27,4,104,1
955943,503,11.22,0,63,0
955944,528,14.68,1,39,0
955945,833,2.56,0,144,0
955946,702,12.14,0,116,0
955947,951,6.97,3,139,1
955948,885,2.62,2,122,0
955949,509,10.66,1,128,0
955950,754,2.9,2,147,0
955951,411,4.3,0,93,0
955952,573,14.94,3,134,1
955953,901,0.45,0,58,0
955954,754,12.31,2,149,0
955955,287,4.03,5,95,1
955956,377,1.12,2,130,0
955957,569,12.63,2,90,0
955958,823,8.92,2,66,0
955959,14,0.74,4,141,1
955960,496,11.16,4,41,1
955961,695,2.48,5,28,1
955962,412,3.86,2,68,0
955963,684,7.23,4,135,1
955964,971,11.05,5,116,1
955965,272,5.5,1,43,0
955966,894,11.02,4,67,1
955967,470,9.26,0,44,0
955968,219,7.36,1,28,1
955969,803,3.98,4,35,1
955970,887,2.98,0,68,0
955971,780,4.24,5,81,1
955972,239,1.94,1,128,0
955973,357,0.4,3,117,1
955974,480,14.52,0,102,0
955975,163,12.58,1,74,0
955976,117,8.7,3,78,1
955977,913,0.42,0,131,0
955978,43,9.5,0,32,0
955979,869,12.36,5,19,1
955980,54,6.31,4,99,1
955981,444,13.74,3,71,1
955982,420,6.6,2,111,0
955983,169,0.7,5,35,1
955984,604,14.87,0,78,0
955985,617,1.42,0,60,0
955986,373,5.93,2,70,0
955987,429,10.07,3,28,1
955988,215,3.38,5,57,1
955989,654,14.64,2,26,1
955990,817,12.79,2,68,0
955991,62,3.13,0,102,0
955992,904,2.33,5,80,1
955993,845,10.0,5,23,1
955994,128,8.91,2,141,0
955995,680,10.51,0,141,0
955996,134,6.34,3,51,1
955997,926,9.77,3,138,1
955998,14,4.04,3,56,1
955999,119,13.43,2,28,1
956000,622,0.12,2,69,0
956001,276,0.56,3,22,1
956002,962,10.58,5,37,1
956003,758,12.86,3,60,1
956004,229,13.03,2,59,0
956005,61,9.99,4,75,1
956006,237,8.86,5,73,1
956007,77,7.63,4,84,1
956008,93,12.23,2,39,0
956009,699,14.61,4,12,1
956010,641,5.32,2,53,0
956011,134,7.17,4,103,1
956012,389,2.85,5,141,1
956013,912,2.48,3,94,1
956014,871,8.43,2,50,0
956015,555,10.62,1,141,0
956016,57,13.11,4,76,1
956017,877,11.61,0,45,0
956018,463,12.12,5,100,1
956019,610,6.84,5,138,1
956020,78,12.76,0,76,0
956021,365,8.32,0,132,0
956022,172,7.98,1,140,0
956023,147,9.64,5,59,1
956024,84,3.88,3,28,1
956025,594,11.19,5,42,1
956026,874,3.03,1,104,0
956027,994,5.12,4,73,1
956028,482,11.81,3,85,1
956029,438,0.69,2,94,0
956030,544,5.46,3,39,1
956031,993,0.75,1,35,0
956032,757,4.66,2,132,0
956033,538,6.67,2,51,0
956034,916,14.57,2,54,0
956035,601,7.18,5,23,1
956036,432,6.46,2,145,0
956037,997,5.78,2,143,0
956038,638,3.65,0,38,0
956039,509,3.36,3,136,1
956040,558,11.68,2,130,0
956041,842,8.01,4,35,1
956042,263,9.82,0,21,1
956043,427,4.8,4,52,1
956044,100,14.09,4,115,1
956045,829,4.94,4,23,1
956046,974,13.88,0,135,0
956047,581,0.11,0,93,0
956048,105,0.71,4,26,1
956049,38,8.44,3,28,1
956050,288,10.67,1,26,1
956051,128,14.36,2,55,0
956052,775,10.32,5,26,1
956053,741,12.41,3,32,1
956054,105,9.55,2,81,0
956055,209,14.89,0,41,0
956056,444,12.42,5,136,1
956057,81,6.69,2,104,0
956058,768,2.9,1,20,1
956059,168,12.38,5,66,1
956060,567,1.74,3,143,1
956061,402,12.08,3,59,1
956062,337,5.24,0,91,0
956063,558,5.81,1,43,0
956064,32,14.15,1,84,0
956065,260,3.64,4,113,1
956066,222,8.88,2,69,0
956067,413,12.69,3,58,1
956068,273,9.71,2,11,1
956069,700,2.01,3,62,1
956070,183,10.27,1,49,0
956071,251,4.91,5,17,1
956072,787,4.26,5,26,1
956073,392,13.9,1,42,0
956074,387,8.26,2,12,1
956075,254,4.06,4,124,1
956076,113,2.1,3,60,1
956077,814,2.84,0,139,0
956078,92,10.55,1,46,0
956079,657,9.12,5,59,1
956080,120,2.98,4,55,1
956081,428,5.5,0,141,0
956082,277,2.97,3,46,1
956083,677,12.83,5,89,1
956084,258,3.82,0,117,0
956085,290,5.45,0,36,0
956086,819,12.84,1,70,0
956087,845,9.81,5,101,1
956088,696,0.24,0,60,0
956089,168,12.84,5,46,1
956090,528,4.97,4,129,1
956091,827,8.85,5,23,1
956092,384,10.45,0,88,0
956093,699,2.14,3,77,1
956094,330,3.46,2,132,0
956095,445,14.03,0,116,0
956096,46,9.46,4,136,1
956097,134,2.81,4,130,1
956098,961,2.53,2,93,0
956099,381,6.07,5,22,1
956100,244,4.32,0,60,0
956101,835,2.52,4,128,1
956102,365,14.63,1,53,0
956103,164,10.82,2,30,0
956104,36,6.16,1,46,0
956105,875,8.46,2,36,0
956106,750,11.88,0,133,0
956107,970,9.97,0,79,0
956108,481,12.44,5,25,1
956109,557,13.75,0,23,1
956110,987,0.97,1,33,0
956111,260,7.97,5,135,1
956112,440,1.27,1,102,0
956113,142,4.11,1,123,0
956114,741,4.3,1,107,0
956115,786,7.55,0,106,0
956116,835,7.19,0,141,0
956117,936,11.1,4,31,1
956118,25,4.5,0,130,0
956119,802,11.82,2,22,1
956120,410,3.22,3,87,1
956121,441,2.01,1,141,0
956122,424,9.94,0,59,0
956123,855,3.99,5,65,1
956124,173,8.19,1,141,0
956125,953,12.31,3,24,1
956126,237,5.09,4,150,1
956127,913,3.12,0,29,1
956128,692,2.4,4,142,1
956129,910,10.03,3,114,1
956130,408,13.0,5,22,1
956131,107,9.36,1,123,0
956132,438,8.66,4,107,1
956133,492,8.37,0,124,0
956134,227,8.96,1,106,0
956135,144,14.19,4,105,1
956136,565,12.99,0,97,0
956137,114,0.11,3,124,1
956138,725,11.14,1,70,0
956139,447,9.35,5,42,1
956140,297,6.6,3,26,1
956141,218,0.25,1,48,0
956142,276,5.41,5,134,1
956143,66,8.97,5,138,1
956144,300,5.99,1,84,0
956145,646,14.1,2,94,0
956146,81,11.21,1,105,0
956147,535,0.49,3,129,1
956148,605,12.64,4,50,1
956149,391,11.65,3,90,1
956150,280,3.11,5,37,1
956151,898,5.51,4,117,1
956152,24,5.94,5,97,1
956153,157,2.82,4,15,1
956154,179,7.51,5,139,1
956155,15,14.55,5,11,1
956156,597,3.14,1,47,0
956157,237,14.76,4,76,1
956158,607,11.11,2,87,0
956159,743,3.11,4,64,1
956160,431,12.98,2,127,0
956161,973,12.3,4,30,1
956162,437,0.34,0,57,0
956163,870,10.48,1,81,0
956164,832,11.82,0,30,0
956165,320,13.91,5,24,1
956166,224,14.68,4,93,1
956167,731,9.06,4,117,1
956168,192,0.46,5,63,1
956169,946,0.86,5,127,1
956170,474,12.73,0,87,0
956171,22,5.61,5,74,1
956172,345,13.39,4,51,1
956173,578,3.32,5,28,1
956174,767,7.75,0,140,0
956175,593,3.46,5,88,1
956176,188,6.57,1,81,0
956177,748,10.51,3,33,1
956178,208,11.91,0,20,1
956179,733,8.57,2,136,0
956180,81,4.53,1,72,0
956181,527,8.82,1,79,0
956182,180,12.94,4,31,1
956183,560,9.02,4,56,1
956184,952,11.73,5,50,1
956185,805,7.03,4,41,1
956186,621,4.77,3,134,1
956187,255,5.27,1,137,0
956188,904,1.37,2,33,0
956189,756,11.16,5,50,1
956190,490,13.0,4,44,1
956191,460,3.11,5,48,1
956192,669,14.64,4,23,1
956193,456,9.34,4,42,1
956194,713,1.52,0,37,0
956195,767,6.36,0,15,1
956196,704,9.3,3,129,1
956197,116,5.89,5,98,1
956198,558,14.15,2,142,0
956199,167,1.96,0,96,0
956200,402,9.35,2,145,0
956201,513,13.41,4,93,1
956202,876,5.9,5,135,1
956203,228,0.14,2,141,0
956204,405,10.11,1,62,0
956205,378,7.3,1,141,0
956206,734,3.48,0,128,0
956207,892,8.16,5,51,1
956208,774,12.55,5,148,1
956209,142,5.25,1,15,1
956210,110,10.05,5,129,1
956211,763,3.52,4,106,1
956212,342,14.67,1,118,0
956213,358,1.65,4,84,1
956214,675,12.13,1,78,0
956215,707,1.62,0,72,0
956216,364,12.9,0,80,0
956217,645,3.18,0,68,0
956218,770,13.4,1,65,0
956219,580,13.84,0,40,0
956220,251,1.07,2,103,0
956221,535,7.92,1,59,0
956222,820,11.28,0,28,1
956223,687,4.7,4,96,1
956224,814,14.23,0,130,0
956225,506,2.32,0,74,0
956226,282,9.71,4,67,1
956227,391,12.57,1,90,0
956228,734,8.21,5,32,1
956229,616,8.5,5,122,1
956230,487,4.43,0,33,0
956231,613,6.23,0,91,0
956232,250,9.27,2,10,1
956233,159,6.6,4,121,1
956234,932,8.62,5,28,1
956235,409,12.3,1,86,0
956236,231,2.15,2,44,0
956237,890,1.1,0,10,1
956238,609,4.92,2,123,0
956239,609,14.44,1,145,0
956240,732,4.85,1,11,1
956241,153,13.39,3,149,1
956242,967,15.0,2,21,1
956243,435,4.39,3,51,1
956244,319,13.23,3,127,1
956245,339,10.51,3,135,1
956246,170,4.17,2,104,0
956247,999,8.4,0,93,0
956248,708,1.82,3,150,1
956249,959,13.74,4,35,1
956250,995,12.92,2,118,0
956251,161,10.1,2,33,0
956252,184,0.67,0,94,0
956253,152,7.85,1,86,0
956254,212,13.5,4,76,1
956255,143,4.79,4,50,1
956256,16,2.94,4,115,1
956257,852,7.7,5,148,1
956258,174,12.86,4,136,1
956259,55,8.59,0,109,0
956260,653,5.65,0,57,0
956261,891,11.18,1,109,0
956262,382,10.48,5,70,1
956263,972,2.24,2,32,0
956264,641,5.11,4,51,1
956265,783,13.69,2,66,0
956266,29,12.62,0,105,0
956267,641,5.31,2,148,0
956268,639,14.23,2,143,0
956269,246,5.89,2,141,0
956270,602,6.17,5,50,1
956271,755,1.68,5,133,1
956272,291,4.85,4,121,1
956273,848,12.91,0,88,0
956274,321,1.25,2,140,0
956275,53,5.35,1,61,0
956276,153,9.32,1,124,0
956277,297,1.76,3,132,1
956278,668,12.78,3,39,1
956279,207,7.97,3,13,1
956280,538,12.42,5,150,1
956281,235,3.88,1,117,0
956282,606,4.55,3,22,1
956283,93,6.27,2,96,0
956284,164,7.43,3,70,1
956285,566,14.17,1,80,0
956286,409,7.44,5,28,1
956287,864,8.12,4,106,1
956288,510,7.06,4,87,1
956289,187,0.6,2,10,1
956290,146,6.87,4,98,1
956291,46,3.81,4,32,1
956292,947,7.87,0,71,0
956293,656,2.3,0,74,0
956294,994,5.19,2,102,0
956295,885,3.05,0,81,0
956296,286,3.55,0,119,0
956297,239,9.16,4,143,1
956298,882,11.49,2,34,0
956299,535,13.78,1,23,1
956300,491,9.88,4,85,1
956301,955,1.5,4,116,1
956302,547,4.71,0,41,0
956303,421,2.1,2,148,0
956304,202,11.31,1,105,0
956305,673,8.82,0,28,1
956306,343,2.54,0,73,0
956307,75,13.49,2,136,0
956308,56,3.08,0,107,0
956309,182,12.72,2,62,0
956310,384,8.66,1,110,0
956311,526,2.89,0,145,0
956312,865,7.97,0,40,0
956313,528,6.59,3,31,1
956314,206,12.45,1,128,0
956315,675,2.57,0,56,0
956316,306,12.0,5,94,1
956317,483,3.25,4,122,1
956318,230,14.96,1,138,0
956319,901,6.4,1,65,0
956320,410,3.22,0,26,1
956321,308,5.08,5,30,1
956322,648,5.09,0,126,0
956323,845,9.05,1,67,0
956324,642,14.32,3,89,1
956325,157,6.66,5,107,1
956326,940,8.14,2,81,0
956327,141,13.51,3,129,1
956328,50,7.96,3,85,1
956329,296,8.78,1,48,0
956330,912,12.03,4,20,1
956331,607,9.48,0,78,0
956332,633,14.21,1,110,0
956333,304,10.25,5,137,1
956334,603,2.31,1,109,0
956335,965,10.75,5,77,1
956336,744,13.03,0,34,0
956337,471,12.37,5,35,1
956338,696,10.43,0,25,1
956339,642,3.9,3,21,1
956340,848,8.79,1,110,0
956341,391,1.74,3,110,1
956342,891,1.72,3,99,1
956343,542,0.43,5,11,1
956344,854,13.5,3,123,1
956345,144,4.45,4,134,1
956346,723,0.91,0,51,0
956347,440,7.91,0,85,0
956348,198,2.31,3,23,1
956349,65,7.64,2,65,0
956350,98,3.27,3,117,1
956351,76,12.71,2,146,0
956352,898,3.88,5,84,1
956353,708,1.29,4,59,1
956354,675,9.78,2,55,0
956355,647,8.51,5,147,1
956356,974,4.18,3,89,1
956357,136,4.02,5,10,1
956358,389,6.53,3,39,1
956359,739,6.33,4,22,1
956360,810,13.54,0,74,0
956361,895,4.24,3,84,1
956362,698,11.43,4,97,1
956363,808,9.87,0,25,1
956364,760,4.53,2,53,0
956365,93,6.9,5,87,1
956366,205,4.18,3,132,1
956367,573,11.76,3,64,1
956368,28,8.09,3,70,1
956369,955,5.31,3,146,1
956370,812,7.53,4,26,1
956371,406,11.11,3,85,1
956372,413,6.19,3,89,1
956373,777,2.32,2,74,0
956374,542,14.55,4,67,1
956375,753,10.41,2,147,0
956376,321,4.72,0,27,1
956377,541,6.52,5,53,1
956378,117,10.26,1,46,0
956379,110,9.95,4,38,1
956380,323,0.15,0,111,0
956381,203,11.02,5,83,1
956382,64,1.59,5,28,1
956383,932,9.75,3,80,1
956384,745,8.91,4,105,1
956385,505,11.33,3,136,1
956386,269,14.83,1,75,0
956387,20,10.7,5,141,1
956388,644,7.31,4,65,1
956389,249,7.17,0,36,0
956390,554,9.82,4,110,1
956391,145,9.47,1,11,1
956392,785,5.11,5,30,1
956393,831,3.81,0,70,0
956394,850,8.3,0,62,0
956395,225,10.23,0,150,0
956396,258,9.59,2,58,0
956397,804,13.2,1,122,0
956398,701,7.5,1,148,0
956399,379,4.27,3,12,1
956400,455,0.64,2,47,0
956401,866,11.04,5,84,1
956402,330,5.27,1,26,1
956403,989,12.57,4,103,1
956404,55,13.66,4,68,1
956405,481,8.24,4,81,1
956406,554,10.45,1,73,0
956407,125,12.98,1,23,1
956408,749,0.8,5,135,1
956409,256,8.52,3,100,1
956410,671,12.11,4,12,1
956411,777,14.46,0,67,0
956412,280,1.06,4,20,1
956413,927,4.12,5,45,1
956414,399,10.88,0,14,1
956415,66,6.93,3,12,1
956416,406,1.26,4,143,1
956417,654,11.4,3,39,1
956418,515,11.05,0,46,0
956419,605,14.2,0,146,0
956420,713,13.13,0,71,0
956421,29,14.59,3,19,1
956422,775,10.51,4,111,1
956423,137,11.46,1,28,1
956424,716,1.5,5,50,1
956425,234,12.52,1,67,0
956426,936,14.64,1,100,0
956427,295,3.2,1,18,1
956428,70,4.32,0,26,1
956429,556,1.52,2,63,0
956430,601,6.83,5,16,1
956431,260,3.11,1,11,1
956432,557,3.02,4,78,1
956433,1000,12.78,3,36,1
956434,877,11.31,2,20,1
956435,30,0.57,0,31,0
956436,940,2.22,0,98,0
956437,208,9.74,1,27,1
956438,973,6.27,3,20,1
956439,183,6.31,2,67,0
956440,381,11.55,4,139,1
956441,329,9.34,3,78,1
956442,639,8.41,0,76,0
956443,543,4.71,4,30,1
956444,684,7.14,0,137,0
956445,663,5.45,4,137,1
956446,385,5.21,3,115,1
956447,426,4.12,3,128,1
956448,69,9.29,2,135,0
956449,959,7.97,0,10,1
956450,210,14.72,3,42,1
956451,30,8.47,4,102,1
956452,11,8.11,0,27,1
956453,682,3.46,4,61,1
956454,484,9.36,2,90,0
956455,676,13.72,4,111,1
956456,966,6.01,1,59,0
956457,459,6.75,4,33,1
956458,435,10.39,3,41,1
956459,726,3.75,5,84,1
956460,966,10.55,3,131,1
956461,713,13.9,5,73,1
956462,836,5.93,1,134,0
956463,694,10.15,4,28,1
956464,718,8.32,0,40,0
956465,61,4.88,1,140,0
956466,715,7.91,5,50,1
956467,502,3.41,4,57,1
956468,191,13.44,2,91,0
956469,25,2.54,3,40,1
956470,149,10.74,1,119,0
956471,656,7.17,5,119,1
956472,900,7.46,5,47,1
956473,423,1.85,4,43,1
956474,427,0.27,4,35,1
956475,951,6.64,0,98,0
956476,860,9.16,5,115,1
956477,679,1.15,0,23,1
956478,145,8.16,0,114,0
956479,532,4.82,4,121,1
956480,424,3.3,5,53,1
956481,926,11.48,4,23,1
956482,644,5.1,5,67,1
956483,101,1.75,4,60,1
956484,865,9.1,0,36,0
956485,926,0.58,5,131,1
956486,203,1.31,1,12,1
956487,842,11.35,3,38,1
956488,969,13.45,2,78,0
956489,653,4.23,2,59,0
956490,946,1.7,1,121,0
956491,180,7.26,0,50,0
956492,93,3.53,1,61,0
956493,508,11.1,5,134,1
956494,19,5.63,1,137,0
956495,427,13.68,1,37,0
956496,458,11.24,4,18,1
956497,552,9.09,5,59,1
956498,212,3.48,5,118,1
956499,147,2.2,2,40,0
956500,470,10.77,3,54,1
956501,344,2.96,5,97,1
956502,395,2.87,4,81,1
956503,828,12.08,1,85,0
956504,939,14.84,4,77,1
956505,392,0.83,5,142,1
956506,350,9.81,2,32,0
956507,749,9.36,1,117,0
956508,81,12.94,1,137,0
956509,95,10.69,3,85,1
956510,523,2.04,1,98,0
956511,808,9.02,5,146,1
956512,617,1.9,5,22,1
956513,118,2.72,3,36,1
956514,435,10.67,1,119,0
956515,199,9.71,0,100,0
956516,292,9.63,4,37,1
956517,200,13.66,0,39,0
956518,762,12.62,1,40,0
956519,414,11.93,5,64,1
956520,840,11.02,5,82,1
956521,835,13.86,3,121,1
956522,403,11.79,2,130,0
956523,522,14.64,1,148,0
956524,911,2.42,1,100,0
956525,854,12.46,3,104,1
956526,526,12.85,0,132,0
956527,772,6.45,4,33,1
956528,37,11.26,5,64,1
956529,78,5.2,2,65,0
956530,940,7.13,3,58,1
956531,770,14.71,4,60,1
956532,862,14.71,3,108,1
956533,870,2.04,3,95,1
956534,395,8.98,1,91,0
956535,266,13.0,1,37,0
956536,896,12.14,1,93,0
956537,629,6.7,2,32,0
956538,542,1.54,3,35,1
956539,827,10.17,4,18,1
956540,729,4.22,5,39,1
956541,454,10.21,5,40,1
956542,271,6.5,3,93,1
956543,198,0.29,5,102,1
956544,833,1.17,1,137,0
956545,96,13.47,0,83,0
956546,382,13.36,2,84,0
956547,273,0.22,3,60,1
956548,630,4.54,1,16,1
956549,557,6.02,0,90,0
956550,496,13.69,2,81,0
956551,750,2.01,0,91,0
956552,392,14.63,3,95,1
956553,124,11.45,3,26,1
956554,314,11.8,5,108,1
956555,651,12.86,0,107,0
956556,388,9.17,5,55,1
956557,282,14.68,1,23,1
956558,351,13.27,2,21,1
956559,178,0.28,5,116,1
956560,650,14.63,4,88,1
956561,249,1.3,5,18,1
956562,542,13.61,4,80,1
956563,866,5.25,1,140,0
956564,508,0.92,5,127,1
956565,261,1.58,4,90,1
956566,940,8.36,3,107,1
956567,308,4.44,5,85,1
956568,907,4.99,5,102,1
956569,364,5.81,0,127,0
956570,693,9.47,1,68,0
956571,15,10.48,2,84,0
956572,224,9.51,2,38,0
956573,709,13.55,3,97,1
956574,324,13.67,3,150,1
956575,776,4.17,3,118,1
956576,640,6.26,3,140,1
956577,815,0.52,5,21,1
956578,852,0.35,1,12,1
956579,507,10.1,0,81,0
956580,22,8.37,1,105,0
956581,364,3.8,4,102,1
956582,807,2.85,5,59,1
956583,776,1.62,1,82,0
956584,192,7.85,1,123,0
956585,968,3.05,5,57,1
956586,371,11.29,1,18,1
956587,908,14.94,1,23,1
956588,503,5.46,1,57,0
956589,204,9.76,3,78,1
956590,732,11.88,3,110,1
956591,144,4.04,3,126,1
956592,861,2.46,1,146,0
